School Code,School Name,School Type,Town,Zip,Grade,District Name,District Code,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,TOTAL_Enrollment,First Language Not English,% First Language Not English,English Language Learner,% English Language Learner,Students With Disabilities,% Students With Disabilities,High Needs,% High Needs,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% GED,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),% Attending College,% Private Two-Year,% Private Four-Year,% Public Two-Year,% Public Four-Year,% MA Community College,% MA State University,% UMass,SAT_Tests Taken,MCAS_10thGrade_Math_SGP,MCAS_10thGrade_Math_Incl. in SGP(#),MCAS_10thGrade_English_SGP,MCAS_10thGrade_English_Incl. in SGP(#),School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Charter School,Public School
2010515,Whaling City Junior/Senior High School,Public School,New Bedford,2740,"06,07,08,09,10,11,12",New Bedford,2010000,26,24,27,11,0,110,27.0,24.5,7.0,6.4,30.0,27.3,97.0,88.2,94.0,85.5,22.7,0.9,41.8,26.4,0.0,0.0,8.2,73.6,26.4,69.0,7.7,111.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71,35.0,11.4,11.4,8.6,14.3,54.3,0.0,5.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,6.0,51.50445103857567,75.01474926253687,0,1
2040505,Newburyport High,Public School,Newburyport,1950,"09,10,11,12",Newburyport,2040000,180,187,192,212,8,779,23.0,3.0,5.0,0.6,81.0,10.4,148.0,19.0,82.0,10.5,1.2,1.5,4.0,91.1,0.0,0.0,2.2,47.2,52.6,637.0,16.3,788.0,14168338.0,78278.0,181.0,32063440.27,2340.1,13701.74,36564241.55,2581.3,14165.05,178.0,96.1,2.8,0.0,0.6,0.6,0.0,187.0,159.0,85.0,0.0,40.9,8.8,50.3,7.5,6.3,20.1,149.0,69.0,176.0,59.5,174.0,92.0,100.0,0,1
2070505,Newton North High,Public School,Newtonville,2460,"09,10,11,12",Newton,2070000,521,537,559,479,30,2126,371.0,17.5,58.0,2.7,522.0,24.6,682.0,32.1,221.0,10.4,5.0,14.3,9.3,66.4,0.2,0.1,4.7,49.9,50.1,1021.0,15.9,2128.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3,506.0,98.2,1.6,0.2,0.0,0.0,0.0,449.0,385.0,85.7,0.0,58.2,9.4,32.5,8.8,3.1,14.5,409.0,56.0,460.0,55.0,458.0,87.0,98.0,0,1
2070510,Newton South High,Public School,Newton Centre,2459,"09,10,11,12",Newton,2070000,483,458,459,451,0,1851,480.0,25.9,65.0,3.5,330.0,17.8,525.0,28.4,162.0,8.8,5.9,19.6,6.1,64.1,0.1,0.0,4.3,50.9,49.1,1018.0,13.9,1830.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3,437.0,98.9,0.9,0.0,0.0,0.0,0.2,429.0,361.0,84.1,0.3,60.1,5.3,34.3,5.0,1.4,16.1,381.0,59.0,370.0,45.0,370.0,90.0,98.0,0,1
9150705,Norfolk County Agricultural,Public School,Walpole,2081,"09,10,11,12",Norfolk County Agricultural,9150000,133,146,134,121,0,534,0.0,0.0,0.0,0.0,93.0,17.4,157.0,29.4,75.0,14.0,1.5,0.9,3.2,91.2,0.4,0.0,2.8,28.7,71.3,444.0,16.5,522.0,3261943.0,74644.0,44.0,10879726.58,485.9,22390.88,10879726.58,485.9,22390.88,112.0,100.0,0.0,0.0,0.0,0.0,0.0,106.0,85.0,80.2,0.0,30.6,27.1,42.4,25.9,10.6,9.4,98.0,33.5,122.0,30.5,124.0,71.0,90.0,0,1
2090505,Drury High,Public School,North Adams,1247,"08,09,10,11,12",North Adams,2090000,86,90,67,86,7,439,5.0,1.1,1.0,0.2,104.0,23.7,261.0,59.5,234.0,53.3,3.4,0.0,5.9,82.9,0.2,0.2,7.3,47.6,52.4,272.0,11.0,437.0,7989448.0,62613.0,128.0,22778512.32,1469.7,15498.75,25859436.92,1659.4,15583.61,118.0,81.4,8.5,0.8,0.8,8.5,0.0,98.0,49.0,50.0,2.0,22.4,32.7,42.9,30.6,22.4,6.1,54.0,38.0,54.0,35.5,54.0,8.0,46.0,0,1
2110505,North Andover High,Public School,North Andover,1845,"09,10,11,12",North Andover,2110000,315,388,362,326,0,1391,93.0,6.7,7.0,0.5,151.0,10.9,264.0,19.0,150.0,10.8,3.2,6.9,7.3,80.4,0.2,0.4,1.6,46.3,53.7,1168.0,18.6,1414.0,22697411.0,77466.0,293.0,51508125.0,4764.6,10810.59,58686871.0,4868.3,12054.9,331.0,97.0,1.2,1.2,0.3,0.3,0.0,363.0,325.0,89.5,0.0,30.5,16.6,52.9,16.3,7.4,26.2,280.0,51.0,330.0,40.0,328.0,68.0,79.0,0,1
2120505,North Attleboro High,Public School,North Attleborough,2760,"09,10,11,12",North Attleborough,2120000,284,290,308,271,10,1163,62.0,5.3,18.0,1.5,140.0,12.0,257.0,22.1,144.0,12.4,2.8,5.7,4.6,84.8,0.4,0.1,1.7,49.5,50.5,612.0,16.9,1182.0,20924567.0,72079.0,290.0,49054819.38,4557.4,10763.77,52964675.28,4710.0,11245.15,298.0,94.3,2.7,0.3,0.0,2.7,0.0,300.0,263.0,87.7,0.4,31.2,19.0,49.4,16.0,20.5,15.2,249.0,35.0,284.0,36.0,286.0,54.0,77.0,0,1
2150505,North Brookfield High,Public School,North Brookfield,1535,"07,08,09,10,11,12",North Brookfield,2150000,41,44,28,33,0,230,5.0,2.2,0.0,0.0,28.0,12.2,92.0,40.0,79.0,34.3,1.3,0.9,5.7,89.6,0.0,0.0,2.6,43.9,56.1,132.0,13.0,230.0,3182071.0,71668.0,44.0,8033517.1,570.2,14088.95,9398864.82,703.9,13352.56,39.0,92.3,5.1,0.0,0.0,2.6,0.0,28.0,20.0,71.4,0.0,40.0,45.0,15.0,45.0,15.0,0.0,15.0,47.0,25.0,56.0,25.0,30.0,55.0,0,1
7350505,North Middlesex Regional,Public School,Townsend,1469,"09,10,11,12",North Middlesex,7350000,208,185,196,206,0,795,15.0,1.9,5.0,0.6,109.0,13.7,180.0,22.6,100.0,12.6,1.3,0.8,3.1,92.8,0.0,0.1,1.9,48.1,51.9,382.0,17.0,830.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7,241.0,96.3,1.2,0.8,0.4,1.2,0.0,220.0,185.0,84.1,0.0,25.4,18.9,55.7,14.6,21.6,24.9,195.0,39.0,178.0,48.5,178.0,49.0,59.0,0,1
2170505,North Reading High,Public School,North Reading,1864,"09,10,11,12",North Reading,2170000,208,189,223,188,3,811,11.0,1.4,4.0,0.5,126.0,15.5,161.0,19.9,48.0,5.9,0.4,2.7,2.2,93.6,0.0,0.2,0.9,49.9,50.1,317.0,20.2,797.0,14444287.0,73771.0,196.0,34140230.68,2546.2,13408.31,36560937.39,2586.1,14137.48,197.0,93.4,3.6,0.0,0.5,2.5,0.0,175.0,142.0,81.1,0.0,40.1,9.2,50.7,9.2,20.4,14.8,166.0,36.0,211.0,50.0,212.0,74.0,69.0,0,1
2100505,Northampton High,Public School,Northampton,1060,"09,10,11,12",Northampton,2100000,227,213,213,219,2,874,69.0,7.9,18.0,2.1,131.0,15.0,251.0,28.7,163.0,18.6,2.4,5.0,14.0,74.4,0.1,0.0,4.1,46.8,53.2,379.0,17.2,889.0,13058136.0,58980.0,221.0,36138824.0,2664.6,13562.57,41896329.0,2980.5,14056.81,230.0,93.0,1.3,1.7,1.7,2.2,0.0,218.0,188.0,86.2,0.0,51.1,21.3,27.7,20.2,5.3,12.8,183.0,56.5,176.0,43.0,176.0,71.0,79.0,0,1
4060705,Smith Vocational and Agricultural High,Public School,Northampton,1060,"09,10,11,12",Northampton-Smith Vocational Agricultural,4060000,123,136,114,113,0,486,20.0,4.1,12.0,2.5,175.0,36.0,263.0,54.1,151.0,31.1,1.6,1.0,15.6,80.2,0.0,0.0,1.4,60.9,39.1,298.0,13.0,461.0,2866382.0,60728.0,47.0,9889063.74,425.4,23246.51,9889063.74,425.4,23246.51,105.0,93.3,1.9,3.8,1.0,0.0,0.0,85.0,35.0,41.2,0.0,25.7,60.0,14.3,60.0,8.6,0.0,9.0,56.0,101.0,47.0,101.0,34.0,81.0,0,1
7300505,Algonquin Regional High,Public School,Northborough,1532,"09,10,11,12",Northboro-Southboro,7300000,350,370,357,357,9,1443,134.0,9.3,17.0,1.2,163.0,11.3,249.0,17.3,80.0,5.5,1.2,10.2,4.7,80.8,0.1,0.3,2.6,47.1,52.9,763.0,16.4,1456.0,9312036.0,86947.0,107.0,21367475.69,1421.7,15029.52,22168602.26,1459.4,15190.22,375.0,95.7,1.6,0.0,0.0,2.7,0.0,349.0,325.0,93.1,0.0,46.5,2.8,50.8,2.8,10.8,16.0,333.0,65.0,315.0,59.0,320.0,95.0,98.0,0,1
2140505,Northbridge High,Public School,Whitinsville,1588,"09,10,11,12",Northbridge,2140000,141,152,154,137,0,584,19.0,3.3,6.0,1.0,77.0,13.2,191.0,32.7,140.0,24.0,0.5,1.2,7.7,87.8,0.0,0.0,2.7,52.4,47.6,409.0,12.9,604.0,11295828.0,68961.0,164.0,28488860.98,2410.6,11818.16,31856742.08,2561.4,12437.24,152.0,90.1,2.0,1.3,0.7,5.9,0.0,170.0,98.0,57.6,0.0,29.6,28.6,41.8,27.6,20.4,11.2,100.0,56.0,140.0,45.0,141.0,28.0,69.0,0,1
8530605,Northeast Metro Regional Vocational,Public School,Wakefield,1880,"09,10,11,12",Northeast Metropolitan Regional Vocational Technical,8530000,330,322,308,301,0,1261,241.0,19.1,23.0,1.8,293.0,23.2,613.0,48.6,388.0,30.8,2.9,1.7,27.0,66.7,0.0,0.2,1.6,54.1,45.9,902.0,19.4,1257.0,9338654.0,82279.0,114.0,25150695.0,1238.4,20309.02,25150695.0,1238.4,20309.02,294.0,96.6,2.4,0.0,0.0,1.0,0.0,298.0,142.0,47.7,0.0,18.3,59.2,22.5,57.7,14.1,7.7,134.0,45.0,261.0,53.0,261.0,38.0,80.0,0,1
8510605,Charles McCann Vocational Technical,Public School,North Adams,1247,"09,10,11,12",Northern Berkshire Regional Vocational Technical,8510000,134,120,114,116,0,484,0.0,0.0,0.0,0.0,93.0,19.2,195.0,40.3,146.0,30.2,1.0,0.2,3.1,92.8,0.2,0.0,2.7,63.0,37.0,346.0,12.6,477.0,3978801.0,78016.0,51.0,9828005.0,496.6,19790.59,9868005.0,500.6,19712.36,122.0,96.7,1.6,0.0,0.8,0.8,0.0,115.0,49.0,42.6,0.0,18.4,40.8,40.8,36.7,34.7,2.0,71.0,52.0,89.0,43.0,88.0,40.0,78.0,0,1
2180505,Norton High,Public School,Norton,2766,"09,10,11,12",Norton,2180000,178,187,200,195,3,763,8.0,1.0,5.0,0.7,105.0,13.8,181.0,23.7,104.0,13.6,1.7,1.6,1.7,93.4,0.0,0.4,1.2,50.6,49.4,333.0,19.8,779.0,12375604.0,65933.0,188.0,30966641.29,2551.7,12135.69,36671000.31,2774.2,13218.59,184.0,96.2,1.1,0.0,0.0,2.7,0.0,153.0,123.0,80.4,0.0,23.6,21.1,55.3,20.3,25.2,15.4,151.0,46.5,184.0,43.0,184.0,56.0,87.0,0,1
2190505,Norwell High,Public School,Norwell,2061,"09,10,11,12",Norwell,2190000,186,171,168,184,0,709,5.0,0.7,0.0,0.0,71.0,10.0,92.0,13.0,25.0,3.5,0.4,2.1,2.0,94.1,0.0,0.1,1.3,48.0,52.0,311.0,15.6,686.0,12461880.0,76313.0,163.0,30359097.42,2234.8,13584.7,32569860.61,2269.3,14352.38,161.0,98.8,1.2,0.0,0.0,0.0,0.0,169.0,152.0,89.9,0.0,49.3,7.9,42.8,7.9,7.2,18.4,158.0,47.0,159.0,70.0,160.0,93.0,99.0,0,1
2200505,Norwood High,Public School,Norwood,2062,"09,10,11,12",Norwood,2200000,251,226,234,246,0,957,133.0,13.9,41.0,4.3,149.0,15.6,319.0,33.3,195.0,20.4,12.7,3.9,9.5,72.2,0.0,0.0,1.7,50.4,49.6,592.0,13.8,983.0,19841064.0,73187.0,271.0,49332375.18,3426.8,14396.05,54430718.51,3516.3,15479.54,273.0,93.8,2.6,0.0,0.4,3.3,0.0,263.0,218.0,82.9,0.0,39.0,17.9,43.1,16.5,16.5,16.5,222.0,54.0,197.0,44.0,195.0,44.0,69.0,0,1
8550605,Old Colony Regional Vocational Technical,Public School,Rochester,2770,"09,10,11,12",Old Colony Regional Vocational Technical,8550000,151,139,122,134,0,546,1.0,0.2,1.0,0.2,129.0,23.6,195.0,35.7,96.0,17.6,0.9,0.5,0.4,96.5,0.0,0.0,1.6,61.7,38.3,375.0,14.0,550.0,4050015.0,73771.0,55.0,10735271.07,556.5,19290.69,10735271.07,556.5,19290.69,141.0,97.2,0.7,0.7,0.0,1.4,0.0,142.0,66.0,46.5,1.5,25.8,56.1,16.7,53.0,7.6,7.6,62.0,44.0,122.0,44.5,122.0,53.0,78.0,0,1
7400505,Old Rochester Regional High,Public School,Mattapoisett,2739,"09,10,11,12",Old Rochester,7400000,172,191,201,180,4,748,7.0,0.9,0.0,0.0,83.0,11.1,129.0,17.2,59.0,7.9,2.3,2.3,1.7,91.6,0.1,0.0,2.0,49.2,50.8,353.0,17.6,767.0,6985644.0,79836.0,88.0,17755505.0,1253.6,14163.61,17833924.0,1264.9,14099.08,191.0,94.8,2.6,0.5,0.0,2.1,0.0,181.0,157.0,86.7,0.0,33.8,18.5,47.8,17.2,15.3,22.3,152.0,50.0,185.0,46.5,186.0,51.0,72.0,0,1
2260505,Oxford High,Public School,Oxford,1540,"08,09,10,11,12",Oxford,2260000,98,92,101,90,11,538,13.0,2.4,4.0,0.7,74.0,13.8,224.0,41.6,187.0,34.8,1.9,1.7,9.5,82.9,0.4,0.0,3.7,49.6,50.4,282.0,14.4,432.0,8895375.0,65892.0,135.0,23724025.0,1839.3,12898.4,25766304.0,1963.0,13125.98,116.0,92.2,3.4,1.7,0.9,1.7,0.0,111.0,85.0,76.6,0.0,37.6,32.9,29.4,31.8,23.5,2.4,69.0,30.0,97.0,40.0,99.0,21.0,78.0,0,1
2260305,Project C.O.F.F.E.E.,Public School,Oxford,1540,"05,06,07,08,09,10,11,12",Oxford,2260000,3,9,5,8,0,25,0.0,0.0,0.0,0.0,12.0,48.0,20.0,80.0,14.0,56.0,0.0,0.0,32.0,64.0,0.0,0.0,4.0,88.0,12.0,55.0,3.8,34.0,8895375.0,65892.0,135.0,23724025.0,1839.3,12898.4,25766304.0,1963.0,13125.98,9.0,44.4,22.2,22.2,0.0,11.1,0.0,4.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
2270505,Palmer High,Public School,Palmer,1069,"08,09,10,11,12",Palmer,2270000,86,106,80,76,3,486,17.0,3.5,5.0,1.0,90.0,18.5,197.0,40.5,149.0,30.7,2.9,1.9,6.2,87.0,0.0,0.0,2.1,53.7,46.3,168.0,12.2,485.0,7663615.0,67521.0,114.0,18731712.55,1425.5,13140.45,21655384.55,1533.7,14119.7,107.0,86.0,4.7,0.0,0.9,8.4,0.0,74.0,57.0,77.0,0.0,38.6,40.4,21.1,40.4,12.3,7.0,68.0,53.5,62.0,39.0,60.0,17.0,43.0,0,1
8600605,Pathfinder Vocational Technical,Public School,Palmer,1069,"09,10,11,12",Pathfinder Regional Vocational Technical,8600000,177,160,146,134,1,618,1.0,0.2,0.0,0.0,159.0,25.7,321.0,51.9,226.0,36.6,0.6,0.8,5.7,88.2,0.8,0.0,3.9,60.2,39.8,511.0,11.4,624.0,5306808.0,68920.0,77.0,13681565.89,603.4,22674.12,13772440.89,616.4,22343.35,147.0,90.5,4.1,2.0,0.7,2.7,0.0,126.0,51.0,40.5,0.0,13.7,78.4,7.8,74.5,3.9,0.0,34.0,41.5,148.0,29.0,147.0,13.0,61.0,0,1
2290510,Peabody Veterans Memorial High,Public School,Peabody,1960,"09,10,11,12",Peabody,2290000,339,351,402,438,10,1540,83.0,5.4,81.0,5.3,296.0,19.2,642.0,41.7,422.0,27.4,4.0,2.1,15.7,76.2,0.0,0.0,1.9,50.8,49.2,809.0,15.7,1588.0,32973953.0,75438.0,437.0,74997126.0,5993.4,12513.29,83556463.0,6191.3,13495.79,437.0,87.6,6.6,0.2,0.9,4.6,0.0,436.0,331.0,75.9,0.3,30.5,24.2,45.0,24.2,22.7,14.2,283.0,47.0,329.0,31.0,323.0,17.0,60.0,0,1
2310505,Pembroke High School,Public School,Pembroke,2359,"09,10,11,12",Pembroke,2310000,207,249,275,236,6,973,3.0,0.3,1.0,0.1,100.0,10.3,186.0,19.1,104.0,10.7,0.9,0.8,0.4,97.0,0.0,0.4,0.4,50.2,49.8,419.0,18.3,1008.0,14712685.0,75527.0,195.0,35108532.69,3201.2,10967.3,37867880.35,3302.2,11467.47,236.0,96.2,0.0,0.0,0.0,3.8,0.0,246.0,187.0,76.0,0.0,40.6,11.8,47.6,10.7,17.6,18.7,193.0,39.5,266.0,54.0,265.0,61.0,78.0,0,1
7450505,Pentucket Regional Sr High,Public School,West Newbury,1985,"09,10,11,12",Pentucket,7450000,203,158,188,185,0,734,1.0,0.1,1.0,0.1,83.0,11.3,133.0,18.1,64.0,8.7,0.3,1.2,2.3,95.5,0.0,0.0,0.7,47.5,52.5,419.0,13.9,702.0,15551135.0,71532.0,217.0,35564620.01,2680.7,13266.92,38541574.29,2778.9,13869.36,185.0,91.9,2.2,0.0,2.7,3.2,0.0,195.0,163.0,83.6,0.0,33.1,32.5,34.4,32.5,6.7,9.2,143.0,54.5,176.0,51.0,177.0,79.0,85.0,0,1
4930505,Phoenix Charter Academy,Charter School,Chelsea,2150,"09,10,11,12",Phoenix Charter Academy (District),4930000,113,15,17,25,0,170,110.0,64.7,93.0,54.7,19.0,11.2,139.0,81.8,57.0,33.5,16.5,2.4,75.3,5.9,0.0,0.0,0.0,58.2,41.8,93.0,12.1,176.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,80.0,21.3,12.5,0.0,5.0,61.3,0.0,14.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,6.0,50.57507507507508,7.0,50.83483483483484,7.0,51.50445103857567,75.01474926253687,1,0
4940205,Pioneer Charter School of Science,Charter School,Everett,2149,"K,01,02,07,08,09,10,11,12",Pioneer Charter School of Science (District),4940000,64,62,39,41,0,543,380.0,70.0,187.0,34.4,44.0,8.1,356.0,65.6,207.0,38.1,29.7,10.3,29.1,29.3,0.9,0.2,0.6,51.2,48.8,171.0,18.2,356.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,55.0,96.4,1.8,0.0,0.0,1.8,0.0,54.0,49.0,90.7,0.0,28.6,22.4,49.0,22.4,12.2,36.7,56.0,69.5,40.0,67.0,40.0,93.0,71.0,1,0
7500505,Pioneer Valley Regional,Public School,Northfield,1360,"07,08,09,10,11,12",Pioneer Valley,7500000,44,65,64,70,0,409,2.0,0.5,0.0,0.0,52.0,12.7,107.0,26.2,68.0,16.6,2.0,1.0,1.7,92.9,0.2,0.0,2.2,48.7,51.3,386.0,13.0,423.0,4715049.0,53763.0,88.0,13518557.0,873.4,15478.08,14499317.0,942.4,15385.52,62.0,96.8,0.0,0.0,0.0,3.2,0.0,79.0,55.0,69.6,0.0,27.3,40.0,32.7,36.4,5.5,9.1,45.0,53.5,62.0,75.5,62.0,62.0,64.0,0,1
4970205,Pioneer Valley Chinese Immersion Charter School,Charter School,Hadley,1035,"K,01,02,03,04,05,06,07,08,09,10,11,12",Pioneer Valley Chinese Immersion Charter (District),4970000,14,20,15,11,0,471,62.0,13.2,12.0,2.5,28.0,5.9,107.0,22.7,73.0,15.5,4.7,17.6,6.2,58.4,0.0,0.0,13.2,46.3,53.5,245.0,16.9,433.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,193.04054054054055,83.4718918918919,7.069459459459459,1.207297297297297,1.1256756756756756,7.082702702702703,0.042702702702702704,175.62191780821917,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,12.0,50.83483483483484,11.0,98.0,97.0,1,0
4790505,Pioneer Valley Performing Arts Charter Public School,Charter School,South Hadley,1075,"07,08,09,10,11,12",Pioneer Valley Performing Arts Charter Public (District),4790000,69,68,61,64,0,398,0.0,0.0,0.0,0.0,74.0,18.6,140.0,35.2,85.0,21.4,8.3,2.0,13.6,68.8,0.3,0.0,7.0,32.2,67.3,423.0,12.0,408.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,68.0,92.6,4.4,0.0,2.9,0.0,0.0,55.0,48.0,87.3,0.0,45.8,25.0,29.2,25.0,8.3,10.4,53.0,60.0,54.0,60.0,55.0,71.0,67.0,1,0
2360505,Pittsfield High,Public School,Pittsfield,1201,"09,10,11,12",Pittsfield,2360000,216,226,202,217,0,861,89.0,10.3,47.0,5.5,221.0,25.7,436.0,50.6,331.0,38.4,10.8,2.1,11.5,70.8,0.1,0.0,4.6,51.5,48.5,475.0,13.8,885.0,31392932.0,64515.0,487.0,85450790.19,5781.5,14780.04,93439283.19,6462.0,14459.81,242.0,78.1,7.9,1.7,1.7,10.7,0.0,204.0,143.0,70.1,1.4,28.7,42.7,27.3,42.0,12.6,9.1,119.0,34.0,159.0,45.0,158.0,7.0,61.0,0,1
2360510,Taconic High,Public School,Pittsfield,1201,"09,10,11,12",Pittsfield,2360000,169,168,163,206,0,706,36.0,5.1,9.0,1.3,124.0,17.6,346.0,49.0,287.0,40.7,12.9,1.4,6.9,71.8,0.3,0.0,6.7,51.6,48.4,447.0,11.8,718.0,31392932.0,64515.0,487.0,85450790.19,5781.5,14780.04,93439283.19,6462.0,14459.81,187.0,88.2,3.2,0.0,1.1,7.5,0.0,191.0,139.0,72.8,3.6,23.0,57.6,15.8,57.6,8.6,5.0,90.0,24.0,155.0,30.5,156.0,16.0,63.0,0,1
2390505,Plymouth North High,Public School,Plymouth,2360,"09,10,11,12",Plymouth,2390000,366,318,318,303,2,1307,56.0,4.3,20.0,1.5,218.0,16.7,455.0,34.8,309.0,23.6,2.8,1.5,5.7,86.7,0.2,0.1,3.1,51.1,48.9,887.0,16.2,1278.0,41136945.0,66619.0,618.0,111686604.63,7700.4,14504.0,125135832.3,8378.9,14934.64,379.0,87.3,4.2,2.4,1.8,4.2,0.0,251.0,187.0,74.5,0.0,40.6,20.9,38.5,19.8,13.9,12.8,324.0,28.0,270.0,33.0,273.0,23.0,69.0,0,1
2390515,Plymouth South High,Public School,Plymouth,2360,"09,10,11,12",Plymouth,2390000,262,264,267,233,0,1026,5.0,0.5,0.0,0.0,213.0,20.8,323.0,31.5,169.0,16.5,1.7,0.9,2.8,90.3,0.8,0.3,3.3,53.3,46.7,793.0,13.4,1006.0,41136945.0,66619.0,618.0,111686604.63,7700.4,14504.0,125135832.3,8378.9,14934.64,249.0,93.6,3.2,1.2,0.0,2.0,0.0,296.0,186.0,62.8,0.5,28.0,26.9,44.6,25.8,16.7,17.7,225.0,26.0,248.0,32.0,250.0,32.0,70.0,0,1
4870550,Prospect Hill Academy Charter School,Charter School,Cambridge,2139,"K,01,02,03,04,05,06,07,08,09,10,11,12",Prospect Hill Academy Charter (District),4870000,82,85,71,73,0,1135,509.0,44.8,141.0,12.4,168.0,14.8,608.0,53.6,430.0,37.9,55.0,8.5,20.8,12.3,0.4,0.2,2.8,50.6,49.4,512.0,21.2,1151.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,78.0,92.3,7.7,0.0,0.0,0.0,0.0,70.0,64.0,91.4,0.0,53.1,12.5,34.4,12.5,17.2,15.6,83.0,58.5,72.0,83.0,70.0,49.0,73.0,1,0
7530505,Quabbin Regional High School,Public School,Barre,1005,"09,10,11,12",Quabbin,7530000,188,158,166,164,0,676,13.0,1.9,1.0,0.1,101.0,14.9,200.0,29.6,133.0,19.7,0.6,0.9,4.7,90.7,0.0,0.0,3.1,49.3,50.7,601.0,17.1,732.0,12124118.0,72643.0,167.0,32595578.33,2445.2,13330.43,36340071.01,2603.7,13957.09,175.0,86.9,4.0,0.0,2.3,6.9,0.0,173.0,133.0,76.9,0.0,26.3,33.8,39.8,33.1,15.8,6.8,121.0,42.0,162.0,30.0,161.0,41.0,63.0,0,1
7780505,Quaboag Regional High,Public School,Warren,1083,"09,10,11,12",Quaboag Regional,7780000,82,105,77,101,0,365,22.0,6.0,14.0,3.8,46.0,12.6,153.0,41.9,128.0,35.1,0.5,0.5,7.1,89.0,0.0,0.0,2.7,49.6,50.4,221.0,14.7,394.0,6343867.0,68731.0,92.0,16620375.0,1382.2,12024.58,17794713.0,1481.3,12012.9,93.0,89.2,8.6,0.0,2.2,0.0,0.0,77.0,49.0,63.6,0.0,36.7,24.5,38.8,24.5,18.4,16.3,44.0,43.5,68.0,54.0,69.0,49.0,70.0,0,1
2430510,North Quincy High,Public School,Quincy,2171,"09,10,11,12",Quincy,2430000,272,303,302,285,6,1168,541.0,46.3,132.0,11.3,147.0,12.6,551.0,47.2,387.0,33.1,2.4,58.4,2.9,35.2,0.2,0.0,0.9,50.5,49.4,539.0,16.4,1204.0,52801618.0,76182.0,693.0,132524270.15,9044.4,14652.63,148372694.7,9260.2,16022.62,310.0,93.5,4.5,0.3,0.3,1.3,0.0,302.0,240.0,79.5,0.0,39.6,16.7,43.8,15.4,9.6,29.6,267.0,72.0,250.0,66.5,250.0,66.0,85.0,0,1
2430505,Quincy High,Public School,Quincy,2169,"09,10,11,12",Quincy,2430000,381,394,386,342,0,1503,366.0,24.4,113.0,7.5,290.0,19.3,760.0,50.6,522.0,34.7,10.4,20.6,7.1,58.4,0.1,0.3,2.9,53.6,46.3,765.0,15.7,1450.0,52801618.0,76182.0,693.0,132524270.15,9044.4,14652.63,148372694.7,9260.2,16022.62,397.0,89.7,2.8,0.3,1.3,6.0,0.0,383.0,270.0,70.5,0.0,33.0,20.0,47.0,18.9,15.2,25.9,253.0,51.0,309.0,50.0,309.0,29.0,79.0,0,1
