School Code,School Name,School Type,Town,Zip,Grade,District Name,District Code,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,TOTAL_Enrollment,First Language Not English,% First Language Not English,English Language Learner,% English Language Learner,Students With Disabilities,% Students With Disabilities,High Needs,% High Needs,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% GED,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),% Attending College,% Private Two-Year,% Private Four-Year,% Public Two-Year,% Public Four-Year,% MA Community College,% MA State University,% UMass,SAT_Tests Taken,MCAS_10thGrade_Math_SGP,MCAS_10thGrade_Math_Incl. in SGP(#),MCAS_10thGrade_English_SGP,MCAS_10thGrade_English_Incl. in SGP(#),School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Charter School,Public School
1630510,Lynn English High,Public School,Lynn,1902,"09,10,11,12",Lynn,1630000,440,385,433,338,2,1598,961.0,60.1,308.0,19.3,184.0,11.5,995.0,62.3,708.0,44.3,9.7,8.1,60.3,18.8,0.1,0.0,2.9,52.4,47.6,660.0,18.6,1681.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,428.0,77.3,7.0,2.1,0.9,12.6,0.0,325.0,215.0,66.2,0.0,20.5,50.7,28.8,47.9,13.5,11.2,215.0,51.0,256.0,58.0,259.0,22.0,63.0,0,1
1630605,Lynn Vocational Technical Institute,Public School,Lynn,1902,"PK,06,09,10,11,12",Lynn,1630000,264,229,214,187,29,969,603.0,62.2,109.0,11.2,240.0,24.8,661.0,68.2,472.0,48.7,8.6,6.0,66.9,15.9,0.2,0.0,2.5,57.9,42.1,681.0,15.8,895.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,205.0,78.5,15.1,0.5,0.5,5.4,0.0,120.0,54.0,45.0,0.0,14.8,77.8,7.4,75.9,3.7,3.7,64.0,42.5,180.0,57.0,183.0,14.0,83.0,0,1
1640505,Lynnfield High,Public School,Lynnfield,1940,"09,10,11,12",Lynnfield,1640000,146,168,160,154,0,628,22.0,3.5,0.0,0.0,93.0,14.8,134.0,21.3,49.0,7.8,2.1,3.0,3.5,90.1,0.0,0.0,1.3,48.9,51.1,272.0,16.4,643.0,13262640.0,79560.0,167.0,29910445.0,2194.8,13627.87,30791625.0,2215.3,13899.53,163.0,98.8,0.0,0.0,0.6,0.0,0.6,152.0,133.0,87.5,0.0,54.1,12.8,33.1,12.8,6.8,15.8,147.0,61.0,151.0,66.0,151.0,95.0,91.0,0,1
4690505,MATCH Charter Public School,Charter School,Boston,2215,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",MATCH Charter Public School (District),4690000,93,72,81,61,0,1145,687.0,60.0,392.0,34.2,221.0,19.3,871.0,76.1,646.0,56.4,45.9,1.3,46.7,3.5,0.5,0.1,1.9,47.7,52.3,206.0,26.5,1032.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,61.0,63.9,32.8,0.0,0.0,3.3,0.0,43.0,39.0,90.7,0.0,28.2,23.1,48.7,23.1,20.5,28.2,51.0,56.0,63.0,64.0,63.0,66.0,64.0,1,0
1650505,Malden High,Public School,Malden,2148,"09,10,11,12",Malden,1650000,473,447,484,429,0,1833,963.0,52.5,270.0,14.7,259.0,14.1,1069.0,58.3,731.0,39.9,21.2,23.4,22.9,28.6,0.4,0.1,3.4,50.6,49.4,635.0,19.1,1811.0,37808499.0,83740.0,452.0,84350192.27,6515.1,12946.88,102293674.25,7497.7,13643.34,457.0,84.5,7.4,1.5,1.3,5.3,0.0,427.0,327.0,76.6,0.0,26.9,38.2,34.9,37.3,9.5,22.9,322.0,51.5,262.0,46.0,261.0,20.0,79.0,0,1
6980510,Manchester Essex Regional High School,Public School,Manchester,1944,"09,10,11,12",Manchester Essex Regional,6980000,115,103,98,108,0,424,11.0,2.6,4.0,0.9,41.0,9.7,78.0,18.4,34.0,8.0,0.2,0.7,0.7,97.9,0.0,0.0,0.5,43.9,56.1,239.0,13.4,433.0,9171242.0,72385.0,127.0,22025671.81,1488.8,14794.24,23363831.72,1525.7,15313.52,114.0,97.4,0.9,0.0,0.0,0.9,0.9,112.0,100.0,89.3,0.0,55.0,9.0,36.0,9.0,7.0,7.0,104.0,63.0,88.0,61.0,88.0,96.0,99.0,0,1
1670505,Mansfield High,Public School,Mansfield,2048,"09,10,11,12",Mansfield,1670000,319,334,311,343,8,1315,58.0,4.4,9.0,0.7,151.0,11.5,246.0,18.7,120.0,9.1,2.5,3.6,3.3,87.9,0.3,0.2,2.2,49.4,50.6,856.0,14.3,1326.0,23626783.0,77465.0,305.0,54639635.96,4125.9,13243.08,59489336.72,4313.8,13790.47,313.0,97.8,1.0,0.3,0.0,1.0,0.0,320.0,285.0,89.1,0.0,38.6,10.5,50.9,10.5,18.2,13.7,275.0,67.0,297.0,65.5,296.0,86.0,91.0,0,1
1680505,Marblehead High,Public School,Marblehead,1945,"09,10,11,12",Marblehead,1680000,255,267,245,278,6,1051,50.0,4.8,15.0,1.4,215.0,20.5,275.0,26.2,92.0,8.8,3.7,1.6,5.4,87.7,0.1,0.0,1.4,46.1,53.9,622.0,14.2,1060.0,17242167.0,67142.0,257.0,43533564.0,3223.8,13503.8,46942856.0,3432.0,13677.99,262.0,95.8,2.3,0.0,0.8,1.1,0.0,233.0,208.0,89.3,0.0,56.3,3.8,39.9,2.4,8.2,7.7,231.0,47.5,220.0,60.0,219.0,85.0,91.0,0,1
1700505,Marlborough High,Public School,Marlborough,1752,"09,10,11,12",Marlborough,1700000,248,292,290,252,9,1091,404.0,37.0,129.0,11.8,168.0,15.4,503.0,46.1,305.0,28.0,3.3,3.8,41.8,49.8,0.1,0.0,1.3,51.1,48.9,609.0,13.5,1138.0,27895522.0,75495.0,370.0,68631655.25,4561.0,15047.5,82001065.09,5175.8,15843.17,246.0,87.0,6.9,2.4,0.0,3.7,0.0,246.0,189.0,76.8,0.0,41.8,21.2,37.0,20.6,12.7,18.0,177.0,42.0,215.0,42.0,222.0,18.0,67.0,0,1
1710505,Marshfield High,Public School,Marshfield,2050,"09,10,11,12",Marshfield,1710000,347,358,354,311,0,1370,23.0,1.7,8.0,0.6,192.0,14.0,311.0,22.7,140.0,10.2,0.9,0.8,2.2,95.1,0.2,0.1,0.7,49.8,50.2,582.0,18.2,1335.0,23284966.0,70582.0,330.0,50790711.31,4205.3,12077.79,54910489.76,4320.6,12709.0,308.0,97.1,1.0,0.6,0.3,1.0,0.0,302.0,263.0,87.1,0.0,35.7,11.8,52.5,11.8,17.9,15.6,265.0,59.0,323.0,51.0,324.0,67.0,77.0,0,1
7000505,Martha's Vineyard Regional High,Public School,Oak Bluffs,2557,"09,10,11,12",Martha's Vineyard,7000000,167,170,151,169,4,661,80.0,12.1,41.0,6.2,126.0,19.1,248.0,37.5,131.0,19.8,3.3,1.2,10.3,78.7,1.8,0.2,4.5,52.2,47.8,741.0,12.0,660.0,6741089.0,88815.0,76.0,18527333.52,675.3,27435.71,19950935.52,722.5,27613.75,169.0,92.3,3.6,0.6,0.6,3.0,0.0,160.0,121.0,75.6,0.0,51.2,10.7,38.0,9.1,9.1,9.1,118.0,37.0,121.0,41.0,73.0,44.0,62.0,0,1
4660550,Martha's Vineyard Charter School,Charter School,West Tisbury,2575,"K,01,02,03,04,05,06,07,08,09,10,11,12",Martha's Vineyard Charter (District),4660000,3,7,15,12,0,173,8.0,4.6,7.0,4.0,45.0,26.0,83.0,48.0,51.0,29.5,4.6,1.7,4.6,78.0,0.0,0.0,11.0,43.4,56.6,68.0,17.5,184.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,7.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,7.0,50.57507507507508,11.0,50.83483483483484,7.0,73.0,65.0,1,0
7050505,Masconomet Regional High School,Public School,Boxford,1921,"09,10,11,12",Masconomet,7050000,285,278,289,335,1,1188,23.0,1.9,2.0,0.2,163.0,13.7,215.0,18.1,69.0,5.8,0.3,3.1,2.4,92.7,0.3,0.0,1.2,49.8,50.2,615.0,15.8,1268.0,11951229.0,94253.0,127.0,27530037.48,1946.6,14142.63,30708750.4,1991.2,15422.23,360.0,97.5,1.1,0.0,0.6,0.8,0.0,316.0,287.0,90.8,0.0,47.4,11.5,41.1,9.8,5.6,15.0,334.0,58.0,271.0,51.0,270.0,94.0,99.0,0,1
1720505,Mashpee High,Public School,Mashpee,2649,"09,10,11,12",Mashpee,1720000,113,105,95,102,0,415,12.0,2.9,2.0,0.5,72.0,17.3,152.0,36.6,98.0,23.6,3.6,1.7,3.4,80.5,5.1,0.0,5.8,54.5,45.5,307.0,11.4,429.0,10022651.0,73750.0,136.0,27664320.7,1677.8,16488.45,30457805.0,1812.5,16804.31,102.0,90.2,4.9,0.0,0.0,4.9,0.0,104.0,72.0,69.2,0.0,31.9,30.6,37.5,29.2,11.1,13.9,75.0,48.0,87.0,44.0,87.0,37.0,72.0,0,1
1740505,Maynard High,Public School,Maynard,1754,"08,09,10,11,12",Maynard,1740000,94,105,101,91,0,502,42.0,8.4,15.0,3.0,89.0,17.7,159.0,31.7,86.0,17.1,4.8,3.8,11.2,76.9,0.2,0.0,3.2,49.2,50.8,287.0,16.4,499.0,7351939.0,68774.0,107.0,20344084.0,1418.3,14343.99,22071030.0,1507.4,14641.79,86.0,88.4,1.2,4.7,1.2,3.5,1.2,72.0,55.0,76.4,0.0,29.1,21.8,49.1,21.8,12.7,14.5,68.0,55.0,83.0,39.0,85.0,40.0,54.0,0,1
1750505,Medfield Senior High,Public School,Medfield,2052,"09,10,11,12",Medfield,1750000,207,196,220,218,1,842,10.0,1.2,4.0,0.5,88.0,10.5,114.0,13.5,32.0,3.8,1.1,5.5,2.1,88.8,0.0,0.2,2.3,50.2,49.8,446.0,16.6,864.0,15634934.0,78845.0,198.0,34543000.47,2590.7,13333.46,36401068.16,2628.5,13848.61,234.0,98.3,0.9,0.0,0.0,0.9,0.0,199.0,188.0,94.5,0.5,56.9,4.3,38.3,3.7,5.3,8.0,226.0,66.5,204.0,49.5,202.0,96.0,100.0,0,1
1760510,Curtis-Tufts,Public School,Medford,2155,"09,10,11,12",Medford,1760000,0,4,7,11,0,22,3.0,13.6,0.0,0.0,22.0,100.0,22.0,100.0,7.0,31.8,22.7,4.5,22.7,45.5,0.0,0.0,4.5,72.7,27.3,439.5703125,15.401562499999999,820.6770833333334,28616170.0,72648.0,394.0,68977068.36,4435.9,15549.73,78038610.96,4875.6,16005.95,9.0,0.0,77.8,0.0,0.0,22.2,0.0,4.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,1.0,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
1760505,Medford High,Public School,Medford,2155,"PK,09,10,11,12",Medford,1760000,283,269,309,261,4,1174,229.0,19.5,89.0,7.6,183.0,15.6,472.0,40.2,291.0,24.8,17.1,10.2,8.9,60.3,0.2,0.0,3.3,48.0,52.0,439.5703125,15.401562499999999,820.6770833333334,28616170.0,72648.0,394.0,68977068.36,4435.9,15549.73,78038610.96,4875.6,16005.95,285.0,83.9,8.8,1.1,2.5,3.9,0.0,253.0,207.0,81.8,0.0,29.5,29.0,41.5,29.0,15.9,17.9,213.0,64.0,257.0,76.0,255.0,60.0,83.0,0,1
1760605,Medford Vocational Technical High,Public School,Medford,2155,"09,10,11,12",Medford,1760000,51,94,61,50,1,257,18.0,7.0,0.0,0.0,93.0,36.2,151.0,58.8,93.0,36.2,14.8,1.6,8.9,72.4,0.0,0.0,2.3,65.0,35.0,439.5703125,15.401562499999999,820.6770833333334,28616170.0,72648.0,394.0,68977068.36,4435.9,15549.73,78038610.96,4875.6,16005.95,71.0,84.5,8.5,1.4,2.8,2.8,0.0,39.0,13.0,33.3,0.0,7.7,92.3,0.0,92.3,0.0,0.0,16.0,50.0,51.0,39.0,51.0,33.0,65.0,0,1
1770505,Medway High,Public School,Medway,2053,"09,10,11,12",Medway,1770000,194,178,200,190,0,762,2.0,0.3,0.0,0.0,89.0,11.7,121.0,15.9,48.0,6.3,1.3,1.8,3.0,91.6,0.4,0.1,1.7,50.9,49.1,370.0,16.6,770.0,12697237.0,85216.0,149.0,29585243.31,2394.9,12353.44,33272107.28,2500.2,13307.78,209.0,96.7,1.4,0.5,0.5,1.0,0.0,180.0,158.0,87.8,0.0,39.9,7.0,53.2,6.3,10.8,20.9,186.0,47.5,158.0,64.0,195.0,81.0,81.0,0,1
1780505,Melrose High,Public School,Melrose,2176,"09,10,11,12",Melrose,1780000,255,255,234,242,2,988,85.0,8.6,12.0,1.2,147.0,14.9,235.0,23.8,117.0,11.8,7.8,4.0,4.6,80.5,0.0,0.0,3.1,47.0,53.0,388.0,18.1,960.0,15819655.0,60939.0,260.0,42683657.77,3691.8,11561.75,48322100.53,4007.6,12057.62,238.0,95.8,2.1,0.0,0.0,2.1,0.0,219.0,185.0,84.5,0.5,34.6,16.8,48.1,16.2,13.0,23.8,207.0,57.0,209.0,58.0,208.0,72.0,91.0,0,1
7100510,Nipmuc Regional High,Public School,Upton,1568,"09,10,11,12",Mendon-Upton,7100000,151,161,149,122,10,593,17.0,2.9,1.0,0.2,74.0,12.5,119.0,20.1,61.0,10.3,1.0,2.0,2.9,91.9,0.0,0.0,2.2,46.0,54.0,368.0,13.6,614.0,12321220.0,75823.0,163.0,30003448.55,2326.6,12895.83,33688325.17,2451.4,13742.48,165.0,94.5,2.4,1.2,0.0,1.8,0.0,162.0,137.0,84.6,0.0,45.3,7.3,47.4,5.8,16.8,19.0,139.0,61.0,132.0,67.0,131.0,83.0,89.0,0,1
1810505,Methuen High,Public School,Methuen,1844,"09,10,11,12",Methuen,1810000,481,499,477,411,23,1891,466.0,24.6,85.0,4.5,204.0,10.8,721.0,38.1,571.0,30.2,0.2,4.0,33.7,56.6,0.2,0.1,5.1,52.0,48.0,1055.0,16.7,1946.0,36734044.0,77384.0,475.0,83077047.95,6952.0,11950.09,91906074.95,7175.5,12808.32,481.0,87.9,3.3,2.5,1.0,5.2,0.0,418.0,325.0,77.8,0.0,23.7,48.6,27.7,46.5,6.2,15.4,262.0,57.0,414.0,61.0,416.0,26.0,82.0,0,1
1820505,Middleborough High,Public School,Middleborough,2346,"09,10,11,12",Middleborough,1820000,185,165,174,170,0,694,7.0,1.0,2.0,0.3,122.0,17.6,221.0,31.8,146.0,21.0,2.2,0.7,3.2,90.3,0.6,0.0,3.0,51.6,48.4,485.0,14.6,772.0,15247174.0,67080.0,227.0,40391349.69,3102.8,13017.71,43495874.25,3218.3,13515.17,223.0,93.3,1.3,0.4,0.0,4.9,0.0,173.0,126.0,72.8,0.0,30.2,37.3,32.5,36.5,13.5,11.9,151.0,64.0,150.0,44.5,152.0,38.0,75.0,0,1
1850505,Milford High,Public School,Milford,1757,"09,10,11,12",Milford,1850000,277,281,297,269,11,1135,250.0,22.0,78.0,6.9,150.0,13.2,427.0,37.6,300.0,26.4,3.0,2.5,22.0,69.6,1.4,0.1,1.4,49.8,50.2,538.0,16.2,1101.0,22969673.0,71246.0,322.0,52753781.53,4125.0,12788.8,58587949.53,4392.0,13339.7,272.0,84.2,4.8,0.7,0.7,9.6,0.0,260.0,201.0,77.3,0.0,28.4,16.9,54.7,14.9,26.4,15.4,199.0,26.0,244.0,36.0,244.0,17.0,46.0,0,1
1860505,Millbury Junior/Senior High,Public School,Millbury,1527,"07,08,09,10,11,12",Millbury,1860000,120,106,114,104,4,727,32.0,4.4,6.0,0.8,126.0,17.3,257.0,35.4,165.0,22.7,2.5,1.9,7.4,84.9,0.3,0.1,2.9,49.2,50.8,392.0,15.2,716.0,10002675.0,75778.0,132.0,23873807.0,1694.2,14091.49,26210412.0,1748.6,14989.37,101.0,96.0,3.0,0.0,1.0,0.0,0.0,130.0,98.0,75.4,0.0,27.6,24.5,48.0,23.5,32.7,12.2,69.0,46.0,102.0,37.0,104.0,46.0,73.0,0,1
1870505,Millis High School,Public School,Millis,2054,"09,10,11,12",Millis,1870000,100,93,109,88,0,390,2.0,0.5,2.0,0.5,43.0,11.0,73.0,18.7,38.0,9.7,2.6,1.8,3.6,89.5,1.0,0.3,1.3,49.5,50.5,180.0,14.5,377.0,7367820.0,76193.0,97.0,17611668.0,1369.4,12860.86,19250038.2,1427.0,13489.87,97.0,93.8,1.0,0.0,1.0,4.1,0.0,93.0,82.0,88.2,0.0,50.0,7.3,42.7,7.3,13.4,15.9,84.0,39.5,108.0,57.0,107.0,77.0,86.0,0,1
1890505,Milton High,Public School,Milton,2186,"PK,09,10,11,12",Milton,1890000,240,242,262,244,1,1001,83.0,8.3,15.0,1.5,119.0,11.9,215.0,21.5,112.0,11.2,21.1,7.1,5.1,62.1,0.0,0.4,4.2,49.1,50.9,498.0,16.9,1017.0,22897470.0,80117.0,286.0,52815276.11,3991.6,13231.61,57404224.8,4066.5,14116.37,226.0,96.9,2.7,0.0,0.0,0.4,0.0,224.0,200.0,89.3,0.0,45.5,12.5,42.0,11.5,6.0,21.5,204.0,52.5,226.0,46.0,227.0,80.0,92.0,0,1
8300605,Minuteman Regional High,Public School,Lexington,2421,"09,10,11,12",Minuteman Regional Vocational Technical,8300000,129,136,143,174,0,582,29.0,5.0,5.0,0.9,281.0,48.3,363.0,62.4,152.0,26.1,6.2,3.3,10.1,76.8,0.3,0.0,3.3,66.5,33.3,438.0,12.0,615.0,6625819.0,81199.0,82.0,19070081.81,675.6,28226.88,19108065.81,677.4,28207.95,158.0,88.0,9.5,0.0,0.6,1.9,0.0,163.0,94.0,57.7,0.0,28.7,43.6,27.7,42.6,6.4,14.9,80.0,56.0,113.0,53.5,116.0,35.0,77.0,0,1
7170505,Mohawk Trail Regional High,Public School,Shelburne Falls,1370,"07,08,09,10,11,12",Mohawk Trail,7170000,58,67,67,58,4,422,1.0,0.2,1.0,0.2,92.0,21.8,197.0,46.7,146.0,34.6,0.5,1.2,2.8,91.5,0.2,0.0,3.8,49.8,50.2,325.0,12.3,452.0,5268019.0,74302.0,71.0,17222013.0,958.0,17977.05,18907007.0,1080.9,17491.91,83.0,81.9,4.8,0.0,4.8,8.4,0.0,82.0,65.0,79.3,0.0,40.0,33.8,26.2,33.8,13.8,3.1,52.0,32.5,62.0,45.0,61.0,39.0,61.0,0,1
7120515,Monomoy Regional High School,Public School,Harwich,2645,"08,09,10,11,12",Monomoy Regional School District,7120000,119,110,111,120,9,599,42.0,7.0,13.0,2.2,89.0,14.9,185.0,30.9,123.0,20.5,6.5,2.2,3.5,83.0,0.7,0.0,4.2,50.1,49.9,444.0,12.3,613.0,12611687.0,71252.0,177.0,31820778.43,1918.4,16587.14,35002202.79,2190.4,15979.82,114.0,89.5,5.3,0.0,0.9,4.4,0.0,85.0,65.0,76.5,0.0,41.5,33.8,24.6,32.3,7.7,4.6,79.0,68.5,94.0,66.5,94.0,47.0,74.0,0,1
1910505,Monson High School,Public School,Monson,1057,"09,10,11,12",Monson,1910000,63,73,68,83,0,287,4.0,1.4,0.0,0.0,25.0,8.7,65.0,22.6,49.0,17.1,0.7,0.7,1.7,94.1,0.0,0.3,2.4,49.8,50.2,168.0,14.7,310.0,5079387.0,60397.0,84.0,14672020.0,1085.6,13515.13,15930113.0,1141.5,13955.42,91.0,96.7,1.1,0.0,0.0,2.2,0.0,76.0,62.0,81.6,0.0,30.6,41.9,27.4,33.9,12.9,8.1,70.0,48.5,62.0,34.0,63.0,25.0,64.0,0,1
8320605,Montachusett Regional Vocational Technical,Public School,Fitchburg,1420,"09,10,11,12",Montachusett Regional Vocational Technical,8320000,368,357,342,362,0,1429,55.0,3.8,6.0,0.4,209.0,14.6,492.0,34.4,329.0,23.0,0.9,1.0,13.9,80.1,0.1,0.0,4.1,54.6,45.2,639.0,18.7,1419.0,8546427.0,76994.0,111.0,26500438.79,1416.0,18715.0,26780880.79,1465.4,18275.47,345.0,98.6,1.2,0.0,0.0,0.3,0.0,316.0,170.0,53.8,0.0,17.1,48.8,34.1,47.6,26.5,2.9,201.0,48.0,306.0,43.0,305.0,58.0,84.0,0,1
7150505,Mt Greylock Regional High,Public School,Williamstown,1267,"07,08,09,10,11,12",Mount Greylock,7150000,89,100,84,93,3,562,4.0,0.7,1.0,0.2,83.0,14.8,152.0,27.0,99.0,17.6,1.4,1.1,2.5,90.0,0.2,0.0,4.8,49.3,50.7,334.0,13.3,552.0,3850472.0,79391.0,49.0,9978512.31,540.6,18458.22,11343701.31,578.0,19625.78,81.0,92.6,3.7,0.0,2.5,1.2,0.0,86.0,73.0,84.9,0.0,53.4,16.4,30.1,16.4,8.2,6.8,58.0,32.5,80.0,41.0,77.0,87.0,78.0,0,1
4700105,Mystic Valley Regional Charter School,Charter School,Malden,2148,"K,01,02,03,04,05,06,07,08,09,10,11,12",Mystic Valley Regional Charter (District),4700000,106,95,90,96,0,1486,499.0,33.6,24.0,1.6,196.0,13.2,435.0,29.3,255.0,17.2,17.0,17.2,7.8,53.4,0.3,0.0,4.4,48.5,51.5,775.0,22.7,1491.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,104.0,99.0,0.0,0.0,0.0,1.0,0.0,96.0,86.0,89.6,0.0,44.2,9.3,46.5,9.3,23.3,18.6,101.0,74.5,92.0,54.0,91.0,82.0,76.0,1,0
1970505,Nantucket High,Public School,Nantucket,2554,"09,10,11,12",Nantucket,1970000,144,144,137,111,2,538,117.0,21.7,63.0,11.7,91.0,16.9,202.0,37.5,93.0,17.3,12.5,1.5,23.4,59.3,0.4,0.0,3.0,52.4,47.6,277.0,12.8,526.0,11098510.0,84528.0,131.0,30805349.79,1525.0,20200.23,31848454.59,1535.9,20736.02,126.0,83.3,10.3,1.6,0.0,4.8,0.0,99.0,72.0,72.7,0.0,66.7,6.9,26.4,4.2,8.3,11.1,93.0,37.0,95.0,71.5,94.0,36.0,63.0,0,1
7200505,Narragansett Regional High,Public School,Baldwinville,1436,"09,10,11,12",Narragansett,7200000,92,95,106,78,1,372,3.0,0.8,0.0,0.0,52.0,14.0,108.0,29.0,75.0,20.2,0.8,0.8,5.1,90.1,0.0,0.0,3.2,48.7,51.3,247.0,11.9,407.0,6695952.0,63710.0,105.0,16829166.0,1343.9,12522.63,19257524.0,1516.7,12696.99,97.0,87.6,3.1,3.1,1.0,5.2,0.0,91.0,60.0,65.9,0.0,13.3,40.0,46.7,38.3,23.3,8.3,53.0,46.0,91.0,54.5,92.0,45.0,64.0,0,1
7250505,Nashoba Regional,Public School,Bolton,1740,"09,10,11,12",Nashoba,7250000,224,253,274,247,13,1011,22.0,2.2,5.0,0.5,133.0,13.2,171.0,16.9,51.0,5.0,1.6,2.3,4.9,87.1,0.2,0.0,3.9,48.8,51.2,594.0,14.5,1049.0,18919145.0,71458.0,265.0,47909135.19,3449.3,13889.52,51433284.95,3605.8,14264.04,272.0,94.5,1.1,0.4,1.1,2.9,0.0,249.0,224.0,90.0,0.4,41.5,11.2,46.9,11.2,8.9,17.0,239.0,60.0,253.0,50.0,253.0,83.0,86.0,0,1
8520605,Nashoba Valley Technical High School,Public School,Westford,1886,"09,10,11,12",Nashoba Valley Regional Vocational Technical,8520000,177,188,174,193,0,732,8.0,1.1,0.0,0.0,250.0,34.2,350.0,47.8,143.0,19.5,0.7,0.8,6.3,88.7,0.8,0.0,2.7,58.9,41.0,347.0,15.6,706.0,4176893.0,71400.0,59.0,12453471.05,727.8,17111.12,12510259.05,734.6,17030.03,156.0,96.8,1.3,0.0,0.0,1.9,0.0,162.0,91.0,56.2,0.0,15.4,50.5,34.1,49.5,22.0,9.9,81.0,48.5,174.0,42.5,176.0,51.0,84.0,0,1
1980505,Natick High,Public School,Natick,1760,"PK,09,10,11,12",Natick,1980000,423,364,383,369,0,1664,114.0,6.9,22.0,1.3,262.0,15.7,393.0,23.6,172.0,10.3,3.5,7.7,4.1,81.4,0.1,0.1,3.0,50.3,49.7,1263.0,17.3,1653.0,25883083.0,68893.0,376.0,69190439.0,5339.4,12958.47,77524672.0,5520.1,14044.07,379.0,98.4,0.3,1.1,0.3,0.0,0.0,339.0,290.0,85.5,0.0,48.3,12.4,39.3,12.1,10.3,15.2,322.0,61.0,350.0,59.0,351.0,88.0,92.0,0,1
6600505,Nauset Regional High,Public School,North Eastham,2651,"09,10,11,12",Nauset,6600000,219,237,217,251,5,929,36.0,3.9,12.0,1.3,116.0,12.5,261.0,28.1,166.0,17.9,4.5,2.7,3.0,86.7,0.5,0.1,2.5,47.5,52.5,591.0,13.7,960.0,10900076.0,80325.0,136.0,26732670.0,1515.6,17638.34,30310280.0,1653.9,18326.55,252.0,93.3,5.2,0.8,0.0,0.8,0.0,250.0,194.0,77.6,0.0,42.3,29.9,27.8,27.8,4.1,7.7,197.0,47.0,189.0,60.0,189.0,79.0,85.0,0,1
1990505,Needham High,Public School,Needham,2494,"09,10,11,12",Needham,1990000,416,446,396,401,0,1659,133.0,8.0,8.0,0.5,258.0,15.6,327.0,19.7,92.0,5.5,3.4,7.7,5.0,80.8,0.1,0.1,3.0,49.7,50.3,690.0,17.5,1660.0,33367115.0,87555.0,381.0,83361034.89,5534.6,15061.8,89453467.82,5625.9,15900.29,408.0,99.0,0.7,0.0,0.0,0.0,0.2,379.0,345.0,91.0,0.0,52.8,4.6,42.6,4.1,2.6,16.8,361.0,52.0,361.0,43.0,360.0,85.0,94.0,0,1
2010505,New Bedford High,Public School,New Bedford,2740,"09,10,11,12",New Bedford,2010000,575,527,396,516,0,2014,816.0,40.5,515.0,25.6,370.0,18.4,1538.0,76.4,1187.0,58.9,13.0,1.1,46.1,34.8,0.8,0.4,3.9,53.5,46.5,1305.0,15.6,2101.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71,560.0,65.2,12.9,7.5,0.7,13.8,0.0,320.0,203.0,63.4,1.0,20.7,44.3,34.0,43.3,10.8,19.7,214.0,25.0,181.0,38.5,178.0,2.0,44.0,0,1
2010510,Trinity Day Academy,Public School,New Bedford,2740,"06,07,08,09,10,11,12",New Bedford,2010000,13,17,10,3,0,63,14.0,22.2,8.0,12.7,59.0,93.7,63.0,100.0,53.0,84.1,7.9,0.0,41.3,46.0,1.6,0.0,3.2,68.3,31.7,64.0,8.4,71.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71,13.0,38.5,7.7,30.8,0.0,23.1,0.0,6.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
