School Code,School Name,School Type,Town,Zip,Grade,District Name,District Code,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,SP_Enrollment,TOTAL_Enrollment,First Language Not English,% First Language Not English,English Language Learner,% English Language Learner,Students With Disabilities,% Students With Disabilities,High Needs,% High Needs,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Charter School,Public School,PPI_met
4300305,Advanced Math and Science Academy Charter School,Charter School,Marlborough,1752,"06,07,08,09,10,11,12",Advanced Math and Science Academy Charter (District),4300000,0,154,151,149,0,952,170.0,17.9,12.0,1.3,46.0,4.8,111.0,11.7,58.0,6.1,2.4,19.2,5.8,66.9,0.3,0.0,5.4,51.7,48.3,480.0,19.3,981.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,98.0,100.0,1,0,1
6050405,Amherst Regional Middle School,Public School,Amherst,1002,"07,08",Amherst-Pelham,6050000,0,0,214,218,0,432,65.0,15.0,18.0,4.2,85.0,19.7,157.0,36.3,92.0,21.3,6.9,7.9,16.7,59.7,0.0,0.5,8.3,47.7,52.3,286.0,17.7,457.0,9816394.0,80003.0,123.0,28659615.0,1449.9,19766.61,32343300.0,1618.9,19978.57,68.0,57.0,0,1,0
6100305,Overlook Middle School,Public School,Ashburnham,1430,"06,07,08",Ashburnham-Westminster,6100000,0,188,178,204,0,570,20.0,3.5,8.0,1.4,101.0,17.7,173.0,30.4,86.0,15.1,0.0,0.9,3.3,94.6,0.0,0.0,1.2,49.1,50.9,488.0,17.6,574.0,10725833.0,68799.0,156.0,28986848.15,2322.6,12480.34,30711370.49,2407.7,12755.48,74.0,76.0,0,1,1
6150305,Athol-Royalston Middle School,Public School,Athol,1331,"05,06,07,08",Athol-Royalston,6150000,80,88,107,112,0,387,16.0,4.1,11.0,2.8,103.0,26.6,221.0,57.1,172.0,44.4,1.8,0.0,9.3,85.3,0.3,0.0,3.4,52.7,47.3,191.0,19.2,418.0,6505576.0,63407.0,103.0,20115417.66,1382.8,14546.87,24263196.94,1771.7,13694.87,10.0,40.0,0,1,0
6160305,Ayer Shirley Regional Middle School,Public School,Shirley,1464,"06,07,08",Ayer Shirley School District,6160000,0,153,113,129,0,395,25.0,6.3,8.0,2.0,77.0,19.5,145.0,36.7,87.0,22.0,4.8,2.0,10.6,75.2,0.8,0.8,5.8,47.1,52.9,220.0,20.0,397.0,8313948.0,60863.0,137.0,22333154.23,1644.6,13579.69,26949018.54,1928.4,13974.81,39.0,58.0,0,1,0
4140305,Berkshire Arts and Technology Charter Public School,Charter School,Adams,1220,"06,07,08,09,10,11,12",Berkshire Arts and Technology Charter Public (District),4140000,0,71,71,67,0,356,9.0,2.5,6.0,1.7,75.0,21.1,188.0,52.8,149.0,41.9,14.6,2.5,6.7,71.9,0.0,0.3,3.9,48.0,51.7,166.0,15.8,354.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,57.0,69.0,1,0,0
6180310,Monument Valley Regional Middle School,Public School,Great Barrington,1230,"05,06,07,08",Berkshire Hills,6180000,71,93,119,104,0,387,25.0,6.5,7.0,1.8,68.0,17.6,143.0,37.0,97.0,25.1,1.6,3.1,7.2,84.0,0.3,0.5,3.4,46.3,53.7,294.0,19.7,404.0,8100013.0,71618.0,113.0,23547605.88,1349.2,17453.01,25330961.68,1467.8,17257.77,46.0,49.0,0,1,0
6200505,Tahanto Regional High,Public School,Boylston,1505,"06,07,08,09,10,11,12",Berlin-Boylston,6200000,0,88,93,87,0,584,32.0,5.5,7.0,1.2,93.0,15.9,142.0,24.3,55.0,9.4,1.0,3.1,2.6,91.3,0.0,0.0,2.1,52.2,47.8,307.0,16.2,564.0,2852696.0,62286.0,46.0,7233688.21,550.1,13149.77,8849209.72,623.2,14199.63,87.0,82.0,0,1,1
6220405,Frederick W. Hartnett Middle School,Public School,Blackstone,1504,"06,07,08",Blackstone-Millville,6220000,0,142,152,138,0,432,22.0,5.1,9.0,2.1,59.0,13.7,138.0,31.9,87.0,20.1,1.2,1.2,5.1,90.0,0.0,0.0,2.5,49.3,50.7,291.0,17.7,440.0,8408176.0,61779.0,136.0,22161900.0,1762.9,12571.27,24551946.0,1869.1,13135.7,42.0,65.0,0,1,0
4490305,Boston Collegiate Charter School,Charter School,Dorchester,2125,"05,06,07,08,09,10,11,12",Boston Collegiate Charter (District),4490000,96,100,98,84,0,680,76.0,11.2,23.0,3.4,122.0,17.9,303.0,44.6,200.0,29.4,27.5,2.2,19.7,47.5,0.7,0.0,2.4,48.1,51.9,270.0,20.6,688.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,76.0,63.0,1,0,0
4110305,Boston Green Academy Horace Mann Charter School,Charter School,Brighton,2135,"06,07,08,09,10,11,12",Boston Green Academy Horace Mann Charter School (District),4110000,0,68,59,58,0,476,157.0,33.0,62.0,13.0,96.0,20.2,357.0,75.0,291.0,61.1,54.8,0.8,32.6,7.4,0.0,0.0,4.4,51.5,48.5,209.0,14.4,414.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,10.0,64.0,1,0,0
4160305,Boston Preparatory Charter Public School,Charter School,Hyde Park,2136,"06,07,08,09,10,11,12",Boston Preparatory Charter Public (District),4160000,0,50,61,67,0,415,83.0,20.0,42.0,10.1,92.0,22.2,256.0,61.7,162.0,39.0,69.2,1.0,24.8,2.4,0.5,0.2,1.9,51.8,48.2,75.0,34.0,421.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,64.0,75.0,1,0,1
6250320,Bridgewater Middle School,Public School,Bridgewater,2324,"07,08",Bridgewater-Raynham,6250000,0,0,252,254,0,506,7.0,1.4,2.0,0.4,67.0,13.2,112.0,22.1,61.0,12.1,3.6,0.8,2.0,89.7,0.0,0.2,3.8,54.2,45.8,180.0,22.3,497.0,26985881.0,82349.0,328.0,63702161.0,5280.5,12063.66,70289768.0,5509.0,12759.08,80.0,70.0,0,1,0
6250315,Raynham Middle School,Public School,Raynham,2767,"05,06,07,08",Bridgewater-Raynham,6250000,135,180,187,189,0,691,36.0,5.2,5.0,0.7,86.0,12.4,181.0,26.2,116.0,16.8,2.7,2.3,2.7,88.6,0.0,0.1,3.5,49.5,50.5,265.0,23.0,720.0,26985881.0,82349.0,328.0,63702161.0,5280.5,12063.66,70289768.0,5509.0,12759.08,76.0,82.0,0,1,1
6250415,Therapeutic Day School,Public School,Bridgewater,2324,"05,06,07,08,09,10,11,12",Bridgewater-Raynham,6250000,0,1,2,0,0,11,0.0,0.0,0.0,0.0,11.0,100.0,11.0,100.0,4.0,36.4,0.0,0.0,0.0,90.9,0.0,0.0,9.1,54.5,45.5,325.28846153846155,18.370604395604396,582.0439560439561,26985881.0,82349.0,328.0,63702161.0,5280.5,12063.66,70289768.0,5509.0,12759.08,52.002849002849004,67.6923076923077,0,1,0
4320530,Cape Cod Lighthouse Charter School,Charter School,East Harwich,2645,"06,07,08",Cape Cod Lighthouse Charter (District),4320000,0,80,83,80,0,243,2.0,0.8,2.0,0.8,32.0,13.2,61.0,25.1,35.0,14.4,1.2,1.2,4.5,87.7,0.0,0.0,5.3,42.8,57.2,76.0,29.6,240.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,57.0,53.0,1,0,0
6350305,Nessacus Regional Middle School,Public School,Dalton,1226,"06,07,08",Central Berkshire,6350000,0,111,134,151,0,396,2.0,0.5,2.0,0.5,59.0,14.9,158.0,39.9,125.0,31.6,1.0,1.0,2.8,91.2,0.3,0.0,3.8,52.3,47.7,283.0,15.3,414.0,9712824.0,69081.0,141.0,27207475.61,1712.2,15890.36,28379799.95,1878.8,15105.28,31.0,45.0,0,1,0
4180305,Christa McAuliffe Charter Public School,Charter School,Framingham,1701,"06,07,08",Christa McAuliffe Charter Public (District),4180000,0,143,125,127,0,395,52.0,13.2,13.0,3.3,93.0,23.5,159.0,40.3,75.0,19.0,5.6,6.1,21.0,60.5,1.0,0.3,5.6,52.4,47.6,133.0,18.7,394.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,64.0,69.0,1,0,0
4360305,Community Charter School of Cambridge,Charter School,Cambridge,2141,"06,07,08,09,10,11,12",Community Charter School of Cambridge (District),4360000,0,33,50,57,0,374,93.0,24.9,9.0,2.4,71.0,19.0,186.0,49.7,130.0,34.8,62.0,3.5,24.3,5.1,1.6,0.3,3.2,47.3,52.7,295.0,16.7,403.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,84.0,81.0,1,0,1
6450305,Mattacheese Middle School,Public School,West Yarmouth,2673,"06,07",Dennis-Yarmouth,6450000,0,194,229,0,0,423,55.0,13.0,28.0,6.6,84.0,19.9,225.0,53.2,176.0,41.6,10.2,1.9,8.5,73.5,2.1,0.0,3.8,51.5,48.5,356.0,14.6,458.0,20080993.0,67658.0,297.0,50252128.2,2964.4,16951.87,58026146.56,3517.0,16498.76,17.0,57.0,0,1,0
6500305,Dighton Middle School,Public School,Dighton,2715,"05,06,07,08",Dighton-Rehoboth,6500000,99,94,84,119,0,396,1.0,0.3,0.0,0.0,46.0,11.6,92.0,23.2,53.0,13.4,1.0,0.8,3.8,91.4,0.0,0.0,3.0,54.8,45.2,233.0,18.6,387.0,14914223.0,67485.0,221.0,36077251.89,2899.7,12441.72,39284546.89,2950.2,13315.89,47.0,56.0,0,1,0
6500310,Dorothy L Beckwith,Public School,Rehoboth,2769,"05,06,07,08",Dighton-Rehoboth,6500000,148,146,145,136,0,575,7.0,1.2,1.0,0.2,88.0,15.3,149.0,25.9,80.0,13.9,0.5,0.9,4.0,91.8,0.2,0.0,2.6,50.4,49.6,315.0,18.6,580.0,14914223.0,67485.0,221.0,36077251.89,2899.7,12441.72,39284546.89,2950.2,13315.89,62.0,54.0,0,1,0
6550405,Dover-Sherborn Regional Middle School,Public School,Dover,2030,"06,07,08",Dover-Sherborn,6550000,0,172,174,177,0,523,25.0,4.8,3.0,0.6,67.0,12.8,82.0,15.7,16.0,3.1,3.1,8.6,2.7,81.3,0.4,0.0,4.0,50.7,49.3,356.0,17.7,528.0,9763574.0,94698.0,103.0,21603572.0,1169.6,18470.91,22519127.0,1206.0,18672.58,93.0,98.0,0,1,1
6580310,Charlton Middle School,Public School,Charlton,1507,"05,06,07,08",Dudley-Charlton Reg,6580000,148,175,176,205,0,704,25.0,3.6,1.0,0.1,82.0,11.6,160.0,22.7,104.0,14.8,0.6,1.0,6.0,90.5,0.0,0.1,1.8,51.0,49.0,428.0,18.8,740.0,18285518.0,66931.0,273.0,43514694.25,4000.0,10878.67,47410853.46,4092.5,11584.81,63.0,48.0,0,1,0
6580305,Dudley Middle School,Public School,Dudley,1571,"05,06,07,08",Dudley-Charlton Reg,6580000,142,147,166,162,0,617,64.0,10.4,7.0,1.1,89.0,14.4,187.0,30.3,124.0,20.1,1.8,1.9,8.8,85.3,0.0,0.0,2.3,48.6,51.4,465.0,17.9,644.0,18285518.0,66931.0,273.0,43514694.25,4000.0,10878.67,47410853.46,4092.5,11584.81,47.0,42.0,0,1,0
4100205,Excel Academy Charter School,Charter School,East Boston,2128,"05,06,07,08,09,10",Excel Academy Charter (District),4100000,168,171,174,165,0,957,588.0,61.4,144.0,15.0,183.0,19.1,602.0,62.9,396.0,41.4,7.3,1.5,79.2,10.1,1.3,0.3,0.3,49.4,50.6,287.0,25.7,791.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,91.0,96.0,1,0,1
4130505,Four Rivers Charter Public School,Charter School,Greenfield,1301,"07,08,09,10,11,12",Four Rivers Charter Public (District),4130000,0,0,36,37,0,220,6.0,2.7,1.0,0.5,32.0,14.5,88.0,40.0,65.0,29.5,0.5,2.7,7.3,85.0,0.0,0.0,4.5,47.3,52.7,339.0,13.7,220.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,79.0,83.0,1,0,1
1000302,Cameron Middle School,Public School,Framingham,1701,"06,07,08",Framingham,1000000,0,182,178,186,0,546,286.0,52.4,46.0,8.4,152.0,27.8,317.0,58.1,207.0,37.9,7.1,2.0,18.3,69.2,0.2,0.0,3.1,50.2,49.8,391.0,16.4,543.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64,26.0,49.0,0,1,0
1000305,Fuller Middle,Public School,Framingham,1701,"06,07,08",Framingham,1000000,0,151,146,168,0,465,252.0,54.2,150.0,32.3,111.0,23.9,319.0,68.6,197.0,42.4,9.0,2.4,38.3,46.7,0.0,0.4,3.2,52.0,48.0,341.0,15.3,503.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64,30.0,71.0,0,1,0
1000310,Walsh Middle,Public School,Framingham,1701,"06,07,08",Framingham,1000000,0,239,257,228,0,724,255.0,35.2,41.0,5.7,170.0,23.5,314.0,43.4,184.0,25.4,4.7,7.9,29.3,55.4,0.0,0.0,2.8,51.0,49.0,423.0,18.2,710.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64,47.0,47.0,0,1,0
4780505,Francis W. Parker Charter Essential School,Charter School,Devens,1434,"07,08,09,10,11,12",Francis W. Parker Charter Essential (District),4780000,0,0,69,64,0,395,4.0,1.0,0.0,0.0,63.0,15.9,78.0,19.7,21.0,5.3,0.5,1.5,2.8,91.6,0.0,0.0,3.5,45.6,54.2,260.0,17.7,401.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,70.0,74.0,1,0,0
1010040,Annie Sullivan Middle School,Public School,Franklin,2038,"06,07,08",Franklin,1010000,0,158,154,152,0,464,17.0,3.7,4.0,0.9,79.0,17.0,106.0,22.8,35.0,7.5,0.6,3.7,1.7,92.9,0.0,0.4,0.6,52.8,47.2,241.0,19.3,449.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,71.0,69.0,0,1,0
1010405,Horace Mann,Public School,Franklin,2038,"06,07,08",Franklin,1010000,0,153,157,156,0,466,22.0,4.7,0.0,0.0,60.0,12.9,80.0,17.2,26.0,5.6,1.3,7.7,2.1,86.9,0.2,0.0,1.7,47.2,52.8,227.0,21.5,466.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,65.0,65.0,0,1,0
1010310,Remington Middle,Public School,Franklin,2038,"06,07,08",Franklin,1010000,0,137,157,166,0,460,35.0,7.6,10.0,2.2,90.0,19.6,125.0,27.2,48.0,10.4,1.5,5.0,3.7,87.4,0.2,0.0,2.2,52.0,48.0,254.0,19.8,487.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,72.0,61.0,0,1,0
6650305,Freetown-Lakeville Middle School,Public School,Lakeville,2347,"06,07,08",Freetown-Lakeville,6650000,0,246,235,258,0,739,8.0,1.1,2.0,0.3,100.0,13.5,181.0,24.5,104.0,14.1,0.7,0.9,1.8,94.7,0.3,0.1,1.5,49.9,50.1,313.0,22.1,757.0,14126911.0,74984.0,188.0,32997021.7,2840.6,11616.22,35486943.7,2911.7,12187.71,72.0,65.0,0,1,0
6700505,Frontier Regional,Public School,South Deerfield,1373,"07,08,09,10,11,12",Frontier,6700000,0,0,106,127,5,611,20.0,3.3,9.0,1.5,117.0,19.1,190.0,31.1,107.0,17.5,1.3,3.1,4.4,88.4,0.0,0.3,2.5,54.0,46.0,443.0,13.3,621.0,3451949.0,65008.0,53.0,10270124.0,605.1,16972.61,12095717.0,694.5,17416.44,54.0,63.0,0,1,0
1030405,Gardner Middle School,Public School,Gardner,1440,"05,06,07",Gardner,1030000,208,158,181,0,0,547,42.0,7.7,23.0,4.2,128.0,23.4,329.0,60.1,265.0,48.4,2.6,1.8,15.2,70.0,0.2,0.0,10.2,49.4,50.6,308.0,18.5,532.0,10876580.0,61036.0,178.0,30664177.6,2426.3,12638.25,33371499.52,2663.3,12530.13,9.0,33.0,0,1,0
6720405,Gateway Regional Middle School,Public School,Huntington,1050,"06,07,08",Gateway,6720000,0,65,63,80,0,208,8.0,3.8,3.0,1.4,36.0,17.3,73.0,35.1,44.0,21.2,0.0,0.5,5.8,91.8,0.5,0.0,1.4,57.2,42.8,113.0,15.1,162.0,4975095.0,57985.0,86.0,14950606.81,942.1,15869.45,16643615.81,1085.1,15338.32,15.0,53.0,0,1,0
1050305,Georgetown Middle School,Public School,Georgetown,1833,"07,08",Georgetown,1050000,0,0,117,114,0,231,0.0,0.0,0.0,0.0,26.0,11.3,39.0,16.9,14.0,6.1,0.4,1.3,0.4,97.0,0.0,0.0,0.9,54.1,45.9,161.0,17.4,240.0,7349590.0,66512.0,111.0,17682928.5,1469.0,12037.39,19067348.5,1513.1,12601.51,56.0,66.0,0,1,0
6740310,Great Falls Middle,Public School,Montague,1351,"06,07,08",Gill-Montague,6740000,0,73,86,79,0,238,14.0,5.9,5.0,2.1,58.0,24.4,126.0,52.9,98.0,41.2,2.1,0.4,8.0,84.0,0.4,0.0,5.0,48.7,51.3,167.0,12.9,232.0,5375637.0,58115.0,93.0,17186608.08,969.9,17719.98,20028198.35,1279.0,15659.26,34.0,69.0,0,1,0
4960305,Global Learning Charter Public School,Charter School,New Bedford,2746,"05,06,07,08,09,10,11,12",Global Learning Charter Public (District),4960000,80,90,80,77,0,507,84.0,16.6,54.0,10.7,68.0,13.4,301.0,59.4,252.0,49.7,10.7,1.0,29.8,52.3,1.0,0.0,5.3,51.7,48.3,197.0,16.4,509.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,35.0,64.0,1,0,0
1070305,Ralph B O'Maley Middle,Public School,Gloucester,1930,"06,07,08",Gloucester,1070000,0,215,234,188,0,637,43.0,6.8,16.0,2.5,144.0,22.6,288.0,45.2,199.0,31.2,1.6,0.9,8.6,83.7,0.5,0.3,4.4,51.5,48.5,327.0,20.2,618.0,19120842.0,72400.0,264.0,46955725.21,2923.5,16061.48,52818348.28,3287.6,16065.93,38.0,62.0,0,1,0
1090005,Cuttyhunk Elementary,Public School,Cuttyhunk,2713,"06,07",Gosnold,1090000,0,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,50.0,11.0,2.0,2.0,55340.0,34588.0,2.0,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,52.002849002849004,67.6923076923077,0,1,0
1100305,Grafton Middle,Public School,Grafton,1519,"07,08",Grafton,1100000,0,0,271,214,0,485,20.0,4.1,4.0,0.8,64.0,13.2,96.0,19.8,43.0,8.9,1.4,10.1,3.9,81.2,0.0,0.0,3.3,49.7,50.3,242.0,22.2,487.0,15335841.0,67559.0,227.0,33610678.21,3119.1,10775.76,35806306.2,3242.4,11043.15,83.0,69.0,0,1,0
1110505,Granby Jr Sr High School,Public School,Granby,1033,"07,08,09,10,11,12",Granby,1110000,0,0,74,61,2,381,20.0,5.2,6.0,1.6,56.0,14.7,117.0,30.7,78.0,20.5,1.0,3.1,6.0,88.5,0.0,0.0,1.3,54.3,45.7,373.0,14.8,386.0,3874390.0,57229.0,68.0,9880961.07,874.7,11296.4,11444999.86,959.1,11933.06,44.0,56.0,0,1,0
1140305,Greenfield Middle,Public School,Greenfield,1301,"04,05,06,07",Greenfield,1140000,131,129,125,0,0,394,39.0,9.9,17.0,4.3,53.0,13.5,217.0,55.1,194.0,49.2,1.5,2.3,16.5,73.6,0.0,0.0,6.1,51.5,48.5,375.0,15.1,408.0,9084246.0,60968.0,149.0,25326419.0,1676.7,15104.92,31243842.0,2148.3,14543.52,22.0,53.0,0,1,0
6730305,Groton Dunstable Regional Middle,Public School,Groton,1450,"05,06,07,08",Groton-Dunstable,6730000,201,179,202,209,0,791,26.0,3.3,8.0,1.0,122.0,15.4,167.0,21.1,55.0,7.0,0.9,7.1,1.6,88.5,0.3,0.3,1.4,52.2,47.8,340.0,19.6,791.0,12847541.0,78291.0,164.0,31847802.0,2547.2,12503.06,35027299.0,2642.8,13253.86,85.0,82.0,0,1,1
1170505,Hopkins Academy,Public School,Hadley,1035,"07,08,09,10,11,12",Hadley,1170000,0,0,42,49,2,258,19.0,7.4,3.0,1.2,20.0,7.8,47.0,18.2,29.0,11.2,3.9,2.3,8.1,80.6,0.4,1.2,3.5,50.0,50.0,191.0,13.1,279.0,3017996.0,60970.0,50.0,7559519.08,617.6,12240.15,9355813.49,745.3,12553.08,74.0,60.0,0,1,0
6750310,Miles River Middle,Public School,Hamilton,1982,"06,07,08",Hamilton-Wenham,6750000,0,131,136,140,0,407,4.0,1.0,0.0,0.0,66.0,16.2,86.0,21.1,23.0,5.7,0.7,2.9,2.7,91.4,0.0,0.2,2.0,51.1,48.9,321.0,17.6,409.0,10773032.0,73336.0,147.0,27630413.32,1845.0,14975.83,30109157.04,1887.0,15956.1,82.0,65.0,0,1,0
4990305,Hampden Charter School of Science,Charter School,Chicopee,1022,"06,07,08,09,10,11,12",Hampden Charter School of Science (District),4990000,0,109,86,86,0,478,56.0,11.7,22.0,4.6,37.0,7.7,226.0,47.3,200.0,41.8,24.9,2.7,30.5,39.1,0.0,0.0,2.7,50.2,49.8,315.0,18.1,450.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,86.0,92.0,1,0,1
6800305,Thornton Burgess,Public School,Hampden,1036,"05,06,07,08",Hampden-Wilbraham,6800000,50,48,59,65,0,222,4.0,1.8,0.0,0.0,45.0,20.3,71.0,32.0,41.0,18.5,3.6,1.4,5.0,86.9,0.9,0.0,2.3,50.0,50.0,103.0,19.5,253.0,16001008.0,71211.0,225.0,42314596.85,3196.1,13239.45,45111006.44,3261.9,13829.67,37.0,47.0,0,1,0
6800310,Wilbraham Middle,Public School,Wilbraham,1095,"06,07,08",Hampden-Wilbraham,6800000,0,177,200,157,0,534,22.0,4.1,1.0,0.2,74.0,13.9,128.0,24.0,76.0,14.2,2.1,3.7,5.8,85.6,0.4,0.0,2.4,48.9,51.1,286.0,19.0,530.0,16001008.0,71211.0,225.0,42314596.85,3196.1,13239.45,45111006.44,3261.9,13829.67,75.0,75.0,0,1,1
6830505,Hampshire Regional High,Public School,Westhampton,1027,"07,08,09,10,11,12",Hampshire,6830000,0,0,159,138,6,741,25.0,3.4,6.0,0.8,134.0,18.1,215.0,29.0,121.0,16.3,0.7,0.5,2.8,93.5,0.1,0.0,2.3,44.9,55.1,524.0,13.3,747.0,4677738.0,71416.0,66.0,12241543.0,747.0,16387.61,13696426.0,847.6,16159.07,66.0,64.0,0,1,0
1220305,Hanover Middle,Public School,Hanover,2339,"05,06,07,08",Hanover,1220000,219,180,209,226,0,834,19.0,2.3,8.0,1.0,171.0,20.5,211.0,25.3,51.0,6.1,0.6,2.3,1.6,95.4,0.0,0.0,0.1,53.1,46.9,809.0,19.1,822.0,15521473.0,76609.0,203.0,31815643.33,2630.5,12094.9,33504981.25,2686.0,12473.93,75.0,66.0,0,1,0
1250505,Bromfield,Public School,Harvard,1451,"06,07,08,09,10,11,12",Harvard,1250000,0,72,98,103,0,684,21.0,3.1,2.0,0.3,75.0,11.0,113.0,16.5,36.0,5.3,1.9,12.1,3.2,81.0,0.0,0.0,1.8,50.7,49.3,340.0,15.6,706.0,7465241.0,83504.0,89.0,17362767.77,1149.6,15103.31,18964549.41,1200.4,15798.53,94.0,88.0,0,1,1
1270505,Smith Academy,Public School,Hatfield,1038,"07,08,09,10,11,12",Hatfield,1270000,0,0,46,34,0,198,1.0,0.5,1.0,0.5,36.0,18.2,58.0,29.3,28.0,14.1,1.5,2.5,3.5,88.9,0.0,0.0,3.5,52.0,48.0,144.0,11.7,190.0,2414035.0,58030.0,42.0,5920003.0,451.6,13108.95,6863524.0,507.6,13521.52,71.0,77.0,0,1,1
1280035,Caleb Dustin Hunking,Public School,Haverhill,1835,"06,07,08",Haverhill,1280000,0,156,130,130,0,416,41.0,9.9,10.0,2.4,92.0,22.1,177.0,42.5,126.0,30.3,4.1,1.7,17.8,75.2,0.0,0.0,1.2,50.2,49.8,140.0,22.1,396.0,33189622.0,67376.0,493.0,89717599.0,7202.0,12457.32,104197348.0,8470.6,12301.06,39.0,59.0,0,1,0
1280050,Dr Paul Nettle,Public School,Haverhill,1830,"05,06,07,08",Haverhill,1280000,120,124,119,134,0,497,103.0,20.7,37.0,7.4,154.0,31.0,319.0,64.2,229.0,46.1,3.8,2.2,38.0,55.3,0.0,0.2,0.4,49.9,50.1,204.0,17.9,502.0,33189622.0,67376.0,493.0,89717599.0,7202.0,12457.32,104197348.0,8470.6,12301.06,21.0,75.0,0,1,1
1280033,Haverhill Alternative School,Public School,Haverhill,1830,"06,07,08,09,10,11,12",Haverhill,1280000,0,0,5,9,0,46,5.0,10.9,0.0,0.0,45.0,97.8,46.0,100.0,39.0,84.8,6.5,0.0,41.3,52.2,0.0,0.0,0.0,76.1,23.9,37.0,5.5,41.0,33189622.0,67376.0,493.0,89717599.0,7202.0,12457.32,104197348.0,8470.6,12301.06,52.002849002849004,67.6923076923077,0,1,0
1280085,John G Whittier,Public School,Haverhill,1830,"05,06,07,08",Haverhill,1280000,123,118,139,129,0,509,63.0,12.4,25.0,4.9,105.0,20.6,268.0,52.7,215.0,42.2,3.3,1.4,26.7,67.8,0.2,0.2,0.4,51.7,48.3,158.0,24.3,502.0,33189622.0,67376.0,493.0,89717599.0,7202.0,12457.32,104197348.0,8470.6,12301.06,35.0,71.0,0,1,0
4190305,Helen Y. Davis Leadership Academy Charter Public School,Charter School,Boston,2122,"06,07,08",Helen Y. Davis Leadership Academy Charter Public (District),4190000,0,68,77,72,0,217,38.0,17.5,27.0,12.4,60.0,27.6,154.0,71.0,113.0,52.1,79.7,0.5,17.5,0.0,0.5,1.8,0.0,58.1,41.9,118.0,17.4,216.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,25.0,56.0,1,0,0
1310410,Hingham Middle School,Public School,Hingham,2043,"06,07,08",Hingham,1310000,0,362,375,360,0,1097,10.0,0.9,2.0,0.2,128.0,11.7,163.0,14.9,53.0,4.8,1.0,3.0,2.4,91.0,0.0,0.1,2.6,50.8,49.2,614.0,18.9,1073.0,22053268.0,77082.0,286.0,49441993.68,4265.1,11592.22,53492484.68,4325.2,12367.63,86.0,88.0,0,1,1
