School Code,School Name,School Type,Town,Zip,Grade,District Name,District Code,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,SP_Enrollment,TOTAL_Enrollment,First Language Not English,% First Language Not English,English Language Learner,% English Language Learner,Students With Disabilities,% Students With Disabilities,High Needs,% High Needs,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Charter School,Public School,PPI_met
2610305,Sandwich STEM Academy,Public School,Sandwich,2537,"07,08",Sandwich,2610000,0,0,229,241,0,470,6.0,1.3,3.0,0.6,81.0,17.2,131.0,27.9,69.0,14.7,1.3,2.6,0.6,93.8,1.1,0.2,0.4,51.7,48.3,257.0,21.2,502.0,16957424.0,91022.0,186.0,40819989.0,2869.5,14225.47,47804211.0,3184.3,15012.47,62.0,42.0,0,1,0
2620305,Belmonte Saugus Middle,Public School,Saugus,1906,"06,07,08",Saugus,2620000,0,210,222,220,0,652,92.0,14.1,14.0,2.1,97.0,14.9,241.0,37.0,157.0,24.1,4.8,3.2,13.7,76.4,0.5,0.2,1.4,51.5,48.5,459.0,16.4,670.0,14501526.0,69552.0,209.0,37211599.08,2698.6,13789.22,41496143.74,2929.3,14165.89,19.0,51.0,0,1,0
2640305,Gates Intermediate School,Public School,Scituate,2066,"07,08",Scituate,2640000,0,0,261,260,0,521,10.0,1.9,4.0,0.8,75.0,14.4,107.0,20.5,46.0,8.8,3.5,1.7,0.4,93.3,0.0,0.0,1.2,48.6,51.4,420.0,18.6,493.0,19398132.0,78313.0,248.0,40040412.0,3071.1,13037.81,43114918.0,3126.2,13791.48,63.0,71.0,0,1,0
2650405,Dr. Kevin M. Hurley Middle School,Public School,Seekonk,2771,"06,07,08",Seekonk,2650000,0,169,174,176,0,519,23.0,4.4,5.0,1.0,87.0,16.8,145.0,27.9,75.0,14.5,1.3,2.7,4.8,88.4,0.2,0.0,2.5,49.7,50.1,343.0,15.2,528.0,11018231.0,75935.0,145.0,25645719.99,1955.3,13116.0,28984017.13,2004.3,14460.92,67.0,62.0,0,1,0
2660305,Sharon Middle,Public School,Sharon,2067,"PK,06,07,08",Sharon,2660000,0,266,306,279,0,899,236.0,26.3,14.0,1.6,117.0,13.0,187.0,20.8,70.0,7.8,3.9,28.0,5.0,58.5,0.1,0.2,4.2,51.3,48.7,565.0,19.2,914.0,20421703.0,78087.0,262.0,51393898.7,3515.6,14618.81,54939811.21,3567.3,15400.95,94.0,100.0,0,1,1
2710030,Oak Middle School,Public School,Shrewsbury,1545,"07,08",Shrewsbury,2710000,0,0,511,492,0,1003,265.0,26.4,25.0,2.5,142.0,14.2,233.0,23.2,89.0,8.9,1.8,26.1,8.1,60.2,0.3,0.0,3.5,50.9,49.1,507.0,23.2,1036.0,29976467.0,75488.0,397.0,70288790.98,5868.2,11977.91,81796206.95,6221.5,13147.35,73.0,75.0,0,1,1
7600405,Silver Lake Regional Middle School,Public School,Kingston,2364,"07,08",Silver Lake,7600000,0,0,271,298,0,569,3.0,0.5,2.0,0.4,80.0,14.1,131.0,23.0,69.0,12.1,1.2,1.2,0.7,96.3,0.0,0.0,0.5,51.8,48.2,312.0,18.8,620.0,10633585.0,79060.0,135.0,26592383.11,1877.0,14167.49,26983281.11,1919.6,14056.72,77.0,88.0,0,1,1
4740505,A North Central Charter Essential (District),Charter School,Fitchburg,1420,"07,08,09,10,11,12",Sizer School,4740000,0,0,72,71,0,370,7.0,1.9,3.0,0.8,89.0,24.1,180.0,48.6,115.0,31.1,4.3,2.2,16.8,75.1,0.0,0.0,1.6,47.6,52.4,395.0,12.1,356.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,40.0,76.0,1,0,1
2730305,Somerset Middle School,Public School,Somerset,2726,"06,07,08",Somerset,2730000,0,203,197,216,0,616,7.0,1.1,0.0,0.0,83.0,13.5,167.0,27.1,103.0,16.7,1.0,0.2,3.4,92.7,0.2,0.0,2.6,52.8,47.2,343.0,21.1,616.0,8566773.0,70133.0,122.0,22223627.71,1825.9,12171.33,25030561.0,1876.5,13338.96,72.0,66.0,0,1,0
2740410,Next Wave Junior High,Public School,Somerville,2143,"06,07,08",Somerville,2740000,0,1,4,11,0,16,10.0,62.5,0.0,0.0,10.0,62.5,15.0,93.8,10.0,62.5,18.8,0.0,68.8,12.5,0.0,0.0,0.0,68.8,31.3,50.0,6.6,34.0,30433467.0,71541.0,425.0,84687271.79,4846.8,17472.82,98400400.29,5416.9,18165.45,52.002849002849004,67.6923076923077,0,1,0
2780305,Michael E. Smith Middle School,Public School,South Hadley,1075,"05,06,07,08",South Hadley,2780000,139,139,137,137,0,552,36.0,6.5,16.0,2.9,82.0,14.9,215.0,38.9,156.0,28.3,2.0,1.8,12.5,79.5,0.0,0.0,4.2,49.6,50.4,217.0,17.5,550.0,9915608.0,69927.0,142.0,25795000.0,1854.5,13909.41,29432889.0,2090.7,14078.01,58.0,74.0,0,1,0
2760305,P Brent Trottier,Public School,Southborough,1772,"06,07,08",Southborough,2760000,0,142,157,160,0,459,56.0,12.2,22.0,4.8,55.0,12.0,90.0,19.6,14.0,3.1,0.4,14.4,4.4,77.6,0.0,0.0,3.3,50.5,49.5,286.0,16.7,482.0,8857392.0,80230.0,110.0,21198351.15,1323.9,16012.05,23067349.83,1352.1,17060.39,94.0,94.0,0,1,1
2770315,Southbridge Middle School,Public School,Southbridge,1550,"06,07,08",Southbridge,2770000,0,168,161,180,0,509,127.0,25.0,99.0,19.4,112.0,22.0,381.0,74.9,344.0,67.6,1.4,1.0,57.8,37.7,0.6,0.0,1.6,51.9,48.1,325.28846153846155,18.370604395604396,582.0439560439561,11348586.0,68572.0,166.0,30471381.79,2237.5,13618.49,34433712.93,2512.9,13702.78,52.002849002849004,67.6923076923077,0,1,0
7650505,Mt Everett Regional,Public School,Sheffield,1257,"07,08,09,10,11,12",Southern Berkshire,7650000,0,0,46,52,0,292,12.0,4.1,4.0,1.4,53.0,18.2,122.0,41.8,86.0,29.5,0.7,0.0,6.8,87.0,0.0,0.0,5.5,51.0,49.0,276.0,10.3,324.0,5645712.0,70660.0,80.0,16201403.44,765.9,21153.42,17110328.44,903.1,18946.22,79.0,69.0,0,1,0
7660505,Southwick Regional School,Public School,Southwick,1077,"07,08,09,10,11,12",Southwick-Tolland-Granville Regional School District,7660000,0,0,126,122,2,737,18.0,2.4,6.0,0.8,140.0,19.0,221.0,30.0,124.0,16.8,1.9,0.4,3.8,92.8,0.0,0.0,1.1,50.6,49.4,439.0,15.3,793.0,8910144.0,62747.0,142.0,21144296.94,1636.9,12917.28,23498615.72,1756.6,13377.33,59.0,80.0,0,1,1
7670415,Knox Trail Middle School,Public School,Spencer,1562,"05,06,07,08",Spencer-E Brookfield,7670000,112,98,97,107,0,414,2.0,0.5,2.0,0.5,87.0,21.0,196.0,47.3,143.0,34.5,1.0,0.5,9.7,85.3,0.2,0.0,3.4,54.8,45.2,223.0,17.3,408.0,7179534.0,62539.0,115.0,20404672.0,1673.2,12195.0,24261252.0,1905.7,12730.89,20.0,60.0,0,1,0
2810360,Balliet Middle School,Public School,Springfield,1109,"06,07,08",Springfield,2810000,0,7,11,28,0,46,13.0,28.3,8.0,17.4,24.0,52.2,44.0,95.7,41.0,89.1,19.6,0.0,73.9,6.5,0.0,0.0,0.0,69.6,30.4,65.0,8.3,79.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,3.0,89.0,0,1,1
2810365,Chestnut Accelerated Middle School (North),Public School,Springfield,1107,"06,07,08",Springfield,2810000,0,93,104,101,0,298,134.0,45.0,88.0,29.5,79.0,26.5,281.0,94.3,262.0,87.9,8.7,0.3,88.3,2.3,0.3,0.0,0.0,54.0,46.0,154.0,15.6,293.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,1.0,38.0,0,1,0
2810366,Chestnut Accelerated Middle School (South),Public School,Springfield,1107,"06,07,08",Springfield,2810000,0,111,105,101,0,317,127.0,40.1,84.0,26.5,67.0,21.1,298.0,94.0,269.0,84.9,12.9,0.3,83.9,2.8,0.0,0.0,0.0,49.5,50.5,156.0,15.1,293.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,2.0,50.0,0,1,0
2810367,Chestnut Accelerated Middle School (Talented and Gifted),Public School,Springfield,1107,"06,07,08",Springfield,2810000,0,109,104,72,0,285,71.0,24.9,21.0,7.4,62.0,21.8,222.0,77.9,210.0,73.7,21.1,2.8,60.4,13.0,0.4,0.4,2.1,43.9,56.1,241.0,17.3,236.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,12.0,92.0,0,1,1
2810475,Conservatory of the Arts,Public School,Springfield,1151,"06,07,08,09,10,11",Springfield,2810000,0,57,59,58,0,337,65.0,19.3,37.0,11.0,52.0,15.4,259.0,76.9,231.0,68.5,25.8,0.0,61.4,11.6,0.0,0.0,1.2,24.0,76.0,162.0,13.1,226.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,52.002849002849004,67.6923076923077,0,1,0
2810325,Forest Park Middle,Public School,Springfield,1108,"06,07,08",Springfield,2810000,0,231,238,245,0,714,267.0,37.4,167.0,23.4,154.0,21.6,629.0,88.1,577.0,80.8,17.8,7.8,67.8,5.3,0.1,0.1,1.0,48.9,51.1,463.0,14.8,717.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,6.0,54.0,0,1,0
2810328,John F Kennedy Middle,Public School,Springfield,1151,"06,07,08",Springfield,2810000,0,152,150,133,0,435,104.0,23.9,63.0,14.5,92.0,21.1,388.0,89.2,365.0,83.9,19.1,0.7,70.6,8.5,0.2,0.0,0.9,54.9,45.1,215.0,18.3,465.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,1.0,29.0,0,1,0
2810320,John J Duggan Middle,Public School,Springfield,1109,"06,07,08,09,10,11",Springfield,2810000,0,185,179,162,0,672,149.0,22.2,81.0,12.1,164.0,24.4,531.0,79.0,484.0,72.0,27.4,2.5,53.6,15.5,0.0,0.0,1.0,58.3,41.7,513.0,15.4,625.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,26.0,56.0,0,1,0
2810330,M Marcus Kiley Middle,Public School,Springfield,1128,"06,07,08",Springfield,2810000,0,207,235,201,0,643,158.0,24.6,78.0,12.1,151.0,23.5,561.0,87.2,524.0,81.5,21.2,3.0,62.4,12.6,0.2,0.0,0.8,53.3,46.7,442.0,16.9,696.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,4.0,53.0,0,1,0
2810350,STEM Middle Academy,Public School,Springfield,1109,"06,07,08",Springfield,2810000,0,99,101,88,0,288,56.0,19.4,19.0,6.6,37.0,12.8,219.0,76.0,194.0,67.4,25.7,1.4,59.7,13.2,0.0,0.0,0.0,64.9,35.1,152.0,17.7,287.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,21.0,89.0,0,1,1
2810355,South End Middle School,Public School,Springfield,1105,"06,07,08",Springfield,2810000,0,86,82,78,0,246,96.0,39.0,62.0,25.2,48.0,19.5,235.0,95.5,218.0,88.6,14.2,0.4,81.7,2.4,0.0,0.0,1.2,49.6,50.4,111.0,14.9,234.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,5.0,50.0,0,1,0
2810345,Springfield Public Day Middle School,Public School,Springfield,1109,"06,07,08",Springfield,2810000,0,17,16,23,0,56,11.0,19.6,9.0,16.1,56.0,100.0,56.0,100.0,50.0,89.3,25.0,0.0,64.3,10.7,0.0,0.0,0.0,87.5,12.5,102.0,4.9,62.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,2.0,60.0,0,1,0
2810205,The Springfield Renaissance School an Expeditionary Learning School,Public School,Springfield,1104,"06,07,08,09,10,11,12",Springfield,2810000,0,107,110,99,14,713,83.0,11.6,15.0,2.1,113.0,15.8,396.0,55.5,341.0,47.8,25.2,1.4,47.0,25.4,0.0,0.1,0.8,51.6,48.4,355.0,16.1,720.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,23.0,63.0,0,1,0
2810480,Van Sickle Academy,Public School,Springfield,1104,"06,07,08",Springfield,2810000,0,120,98,112,0,330,111.0,33.6,64.0,19.4,69.0,20.9,284.0,86.1,263.0,79.7,19.1,1.8,69.1,8.5,0.0,0.0,1.5,52.7,47.3,200.0,18.4,375.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,3.0,30.0,0,1,0
2810485,Van Sickle International Baccalaureate,Public School,Springfield,1104,"06,07,08",Springfield,2810000,0,125,102,138,0,365,90.0,24.7,49.0,13.4,95.0,26.0,302.0,82.7,255.0,69.9,11.8,2.5,72.9,12.3,0.0,0.0,0.5,55.6,44.4,326.0,15.1,385.0,130432206.0,65293.0,1998.0,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,4.0,50.0,0,1,0
2840405,Stoneham Central Middle School,Public School,Stoneham,2180,"05,06,07,08",Stoneham,2840000,165,166,171,204,0,706,87.0,12.3,16.0,2.3,124.0,17.6,231.0,32.7,121.0,17.1,1.6,4.5,7.1,83.0,0.0,0.1,3.7,50.6,49.4,510.0,17.1,755.0,12438219.0,66693.0,187.0,31239774.0,2267.6,13776.58,36415577.0,2437.5,14939.72,79.0,66.0,0,1,0
2850405,O'Donnell Middle School,Public School,Stoughton,2072,"06,07,08",Stoughton,2850000,0,257,241,299,0,797,124.0,15.6,26.0,3.3,107.0,13.4,331.0,41.5,229.0,28.7,22.8,6.6,8.9,57.2,0.1,0.1,4.1,51.2,48.8,488.0,18.2,873.0,22480956.0,76466.0,294.0,47162400.9,3660.1,12885.55,51575623.36,3815.5,13517.4,51.0,71.0,0,1,0
2880305,Ephraim Curtis Middle,Public School,Sudbury,1776,"06,07,08",Sudbury,2880000,0,305,333,339,0,977,24.0,2.5,6.0,0.6,168.0,17.2,208.0,21.3,48.0,4.9,2.3,6.6,3.1,84.1,0.0,0.1,3.9,51.5,48.5,520.0,22.4,995.0,16237472.0,76991.0,211.0,40433350.25,2853.9,14167.75,42668677.25,2900.7,14709.79,92.0,87.0,0,1,1
2900305,Sutton Middle School,Public School,Sutton,1590,"06,07,08",Sutton,2900000,0,132,126,117,0,375,9.0,2.4,3.0,0.8,70.0,18.7,94.0,25.1,26.0,6.9,1.1,1.9,1.6,91.2,0.0,0.0,4.3,53.1,46.9,147.0,23.5,361.0,7141611.0,72210.0,99.0,18079182.02,1502.3,12034.34,19123592.64,1540.9,12410.66,61.0,57.0,0,1,0
2910305,Swampscott Middle,Public School,Swampscott,1907,"PK,05,06,07,08",Swampscott,2910000,152,161,205,197,0,773,76.0,9.8,14.0,1.8,124.0,16.0,228.0,29.5,110.0,14.2,3.9,2.7,11.4,79.8,0.3,0.0,1.9,50.8,49.2,575.0,17.2,804.0,14090337.0,75877.0,186.0,31765504.0,2234.9,14213.39,34437869.0,2281.4,15095.06,82.0,65.0,0,1,0
2920305,Joseph Case Jr High,Public School,Swansea,2777,"06,07,08",Swansea,2920000,0,156,173,168,0,497,8.0,1.6,6.0,1.2,56.0,11.3,133.0,26.8,98.0,19.7,0.6,0.6,1.4,95.8,0.0,0.0,1.6,52.3,47.7,235.0,17.6,516.0,10276348.0,62775.0,164.0,26381787.33,2085.5,12650.1,27339036.25,2125.5,12862.4,45.0,59.0,0,1,0
7700405,Tantasqua Regional Jr High,Public School,Fiskdale,1518,"07,08",Tantasqua,7700000,0,0,293,289,0,582,10.0,1.7,0.0,0.0,69.0,11.9,164.0,28.2,113.0,19.4,0.7,1.2,4.5,90.9,0.0,0.0,2.7,47.1,52.9,424.0,17.0,563.0,10658240.0,73069.0,146.0,23420423.0,1763.7,13279.14,23708081.0,1818.6,13036.45,62.0,74.0,0,1,0
2930315,Benjamin Friedman Middle,Public School,Taunton,2780,"05,06,07",Taunton,2930000,269,249,286,0,0,804,44.0,5.5,13.0,1.6,145.0,18.0,368.0,45.8,290.0,36.1,8.5,1.0,10.8,74.6,0.5,0.2,4.4,50.4,49.6,371.0,21.5,787.0,38245292.0,73662.0,519.0,90608084.33,7941.2,11409.87,100200405.49,8172.7,12260.38,32.0,42.0,0,1,0
2930305,John F Parker Middle,Public School,Taunton,2780,"05,06,07",Taunton,2930000,169,136,148,0,0,453,66.0,14.6,26.0,5.7,79.0,17.4,293.0,64.7,256.0,56.5,19.2,2.0,15.2,55.4,0.4,0.2,7.5,48.3,51.7,195.0,23.2,446.0,38245292.0,73662.0,519.0,90608084.33,7941.2,11409.87,100200405.49,8172.7,12260.38,29.0,72.0,0,1,0
2930042,Joseph H Martin,Public School,East Taunton,2718,"05,06,07",Taunton,2930000,221,233,268,0,0,722,57.0,7.9,11.0,1.5,127.0,17.6,356.0,49.3,288.0,39.9,14.0,1.7,10.5,69.7,0.3,0.0,3.9,52.5,47.5,335.0,23.9,726.0,38245292.0,73662.0,519.0,90608084.33,7941.2,11409.87,100200405.49,8172.7,12260.38,15.0,40.0,0,1,0
2950305,John W. Wynn Middle,Public School,Tewksbury,1876,"07,08",Tewksbury,2950000,0,0,312,305,0,617,16.0,2.6,7.0,1.1,119.0,19.3,183.0,29.7,81.0,13.1,2.8,3.2,2.3,90.4,0.0,0.0,1.3,45.2,54.8,272.0,21.1,616.0,18471234.0,73944.0,250.0,48999854.14,3625.0,13517.2,56271988.4,3822.9,14719.71,65.0,65.0,0,1,0
7730405,Triton Regional Middle School,Public School,Byfield,1922,"07,08",Triton,7730000,0,0,193,201,0,394,8.0,2.0,0.0,0.0,62.0,15.7,116.0,29.4,70.0,17.8,1.0,2.0,2.8,91.6,0.5,0.3,1.8,50.8,49.2,240.0,21.5,426.0,16581702.0,75098.0,221.0,38989903.47,2705.8,14409.75,43396918.09,2895.7,14986.68,56.0,54.0,0,1,0
3010305,Tyngsborough Middle,Public School,Tyngsborough,1879,"06,07,08",Tyngsborough,3010000,0,135,148,136,0,419,17.0,4.1,7.0,1.7,67.0,16.0,122.0,29.1,67.0,16.0,1.7,5.0,3.6,86.2,0.2,0.0,3.3,48.7,51.3,313.0,19.1,437.0,9508082.0,71705.0,133.0,22216053.0,1725.0,12878.87,24650355.0,1869.6,13184.83,63.0,55.0,0,1,0
4800405,UP Academy Charter School of Boston,Charter School,South Boston,2127,"06,07,08",UP Academy Charter School of Boston (District),4800000,0,183,168,121,0,472,222.0,47.0,82.0,17.4,91.0,19.3,373.0,79.0,311.0,65.9,46.8,5.7,39.4,5.5,0.2,0.4,1.9,55.7,44.3,128.0,22.3,453.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,52.0,100.0,1,0,1
3040015,McCloskey Middle School,Public School,Uxbridge,1569,"06,07,08",Uxbridge,3040000,0,127,131,161,0,419,8.0,1.9,4.0,1.0,55.0,13.1,111.0,26.5,72.0,17.2,1.2,1.9,4.8,90.0,0.0,0.0,2.1,52.7,47.3,180.0,21.9,440.0,8890566.0,70226.0,127.0,23159158.6,1818.9,12732.51,26227739.06,2056.2,12755.44,49.0,61.0,0,1,0
4980405,Veritas Preparatory Charter School,Charter School,Springfield,1105,"05,06,07,08",Veritas Preparatory Charter School (District),4980000,88,89,79,57,0,313,76.0,24.3,37.0,11.8,51.0,16.3,235.0,75.1,209.0,66.8,19.5,1.3,70.9,6.7,0.0,0.0,1.6,52.1,47.9,72.0,26.2,293.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,56.0,63.0,1,0,0
7750310,Central Tree Middle,Public School,Rutland,1543,"06,07,08",Wachusett,7750000,0,137,120,145,0,402,8.0,2.0,4.0,1.0,68.0,16.9,100.0,24.9,41.0,10.2,1.2,2.2,3.2,89.3,0.0,0.0,4.0,55.2,44.8,208.0,17.2,393.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24,75.0,81.0,0,1,1
7750315,Chocksett Middle School,Public School,Sterling,1564,"05,06,07,08",Wachusett,7750000,98,96,92,91,0,377,7.0,1.9,2.0,0.5,42.0,11.1,70.0,18.6,32.0,8.5,1.3,1.6,3.7,92.3,0.0,0.0,1.1,52.0,48.0,188.0,18.6,398.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24,85.0,77.0,0,1,1
7750305,Mountview Middle,Public School,Holden,1520,"06,07,08",Wachusett,7750000,0,253,267,289,0,809,48.0,5.9,10.0,1.2,92.0,11.4,165.0,20.4,76.0,9.4,2.3,4.2,4.7,85.9,0.2,0.0,2.6,50.6,49.4,387.0,21.0,775.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24,87.0,93.0,0,1,1
3050310,Galvin Middle School,Public School,Wakefield,1880,"05,06,07,08",Wakefield,3050000,244,257,290,294,0,1085,28.0,2.6,9.0,0.8,200.0,18.4,309.0,28.5,145.0,13.4,3.2,2.8,5.6,86.3,0.1,0.1,1.9,51.4,48.6,505.0,21.8,1145.0,17495437.0,68907.0,254.0,43916827.0,3416.9,12852.83,48100993.0,3537.3,13598.22,55.0,61.0,0,1,0
3070305,Bird Middle,Public School,East Walpole,2032,"06,07,08",Walpole,3070000,0,162,156,162,0,480,36.0,7.5,15.0,3.1,84.0,17.5,127.0,26.5,53.0,11.0,3.3,2.3,5.8,86.0,0.8,0.0,1.7,50.0,50.0,288.0,19.5,490.0,21607041.0,74124.0,292.0,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67,70.0,44.0,0,1,0
3070310,Eleanor N Johnson Middle,Public School,Walpole,2081,"06,07,08",Walpole,3070000,0,146,157,143,0,446,45.0,10.1,10.0,2.2,54.0,12.1,101.0,22.6,50.0,11.2,3.1,10.3,3.6,80.7,0.0,0.0,2.2,52.5,47.5,238.0,20.8,430.0,21607041.0,74124.0,292.0,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67,71.0,68.0,0,1,0
3080404,John F Kennedy Middle,Public School,Waltham,2452,"06,07,08",Waltham,3080000,0,169,159,177,0,505,177.0,35.0,69.0,13.7,97.0,19.2,235.0,46.5,140.0,27.7,10.9,5.7,28.3,53.5,0.0,0.0,1.6,52.3,47.7,387.0,14.9,546.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,48.0,72.0,0,1,0
3080415,John W. McDevitt Middle School,Public School,Waltham,2453,"06,07,08",Waltham,3080000,0,205,191,190,0,586,255.0,43.5,31.0,5.3,139.0,23.7,278.0,47.4,165.0,28.2,8.4,3.1,42.0,43.0,0.0,0.2,3.4,52.4,47.6,378.0,17.6,603.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44,56.0,68.0,0,1,0
3090505,Ware Junior/Senior High School,Public School,Ware,1082,"07,08,09,10,11,12",Ware,3090000,0,0,92,102,3,475,11.0,2.3,4.0,0.8,79.0,16.6,229.0,48.2,193.0,40.6,2.5,1.1,8.8,83.8,0.4,0.2,3.2,52.4,47.6,217.0,18.8,512.0,5440456.0,61266.0,89.0,16337418.49,1213.1,13467.5,18529593.49,1402.9,13208.06,13.0,37.0,0,1,0
3100305,Wareham Middle,Public School,Wareham,2571,"05,06,07,08",Wareham,3100000,190,204,191,182,0,767,17.0,2.2,7.0,0.9,183.0,23.9,423.0,55.1,352.0,45.9,7.2,0.7,6.6,75.9,1.3,0.1,8.2,52.7,47.3,713.0,17.0,813.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67,16.0,44.0,0,1,0
3140305,Watertown Middle,Public School,Watertown,2472,"06,07,08",Watertown,3140000,0,194,163,212,0,569,192.0,33.7,44.0,7.7,118.0,20.7,238.0,41.8,140.0,24.6,4.9,9.5,13.7,66.4,0.7,0.2,4.6,50.1,49.9,358.0,16.7,562.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03,48.0,70.0,0,1,0
3150305,Wayland Middle School,Public School,Wayland,1778,"06,07,08",Wayland,3150000,0,207,197,232,0,636,68.0,10.7,6.0,0.9,106.0,16.7,131.0,20.6,29.0,4.6,5.2,17.5,3.9,66.5,0.0,0.2,6.8,48.3,51.7,443.0,15.5,650.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41,97.0,100.0,0,1,1
3160315,Webster Middle School,Public School,Webster,1570,"05,06,07,08",Webster,3160000,133,146,153,134,0,566,42.0,7.4,20.0,3.5,112.0,19.8,323.0,57.1,272.0,48.1,5.7,1.9,22.3,63.1,0.2,0.5,6.4,45.9,54.1,264.0,24.4,594.0,9460992.0,71242.0,133.0,25150748.63,1857.8,13537.92,28469643.4,2036.9,13976.95,7.0,43.0,0,1,0
3170305,Wellesley Middle,Public School,Wellesley,2481,"06,07,08",Wellesley,3170000,0,392,350,403,0,1145,64.0,5.6,16.0,1.4,171.0,14.9,231.0,20.2,64.0,5.6,3.3,10.9,4.5,75.1,0.0,0.0,6.1,51.5,48.5,760.0,17.5,1159.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37,92.0,100.0,0,1,1
3220505,West Boylston Junior/Senior High,Public School,West Boylston,1583,"06,07,08,09,10,11,12",West Boylston,3220000,0,82,95,84,0,513,13.0,2.5,8.0,1.6,65.0,12.7,136.0,26.5,87.0,17.0,1.6,0.8,9.2,85.0,0.2,0.0,3.3,47.6,52.4,328.0,14.4,496.0,5592907.0,70796.0,79.0,12796571.0,916.6,13960.91,15386867.0,1047.5,14689.13,58.0,57.0,0,1,0
3230505,West Bridgewater Junior/Senior,Public School,West Bridgewater,2379,"07,08,09,10,11,12",West Bridgewater,3230000,0,0,113,105,0,619,5.0,0.8,2.0,0.3,49.0,7.9,129.0,20.8,87.0,14.1,3.1,1.3,2.4,90.8,0.2,0.2,2.1,44.9,55.1,442.0,17.3,634.0,6039286.0,66220.0,91.0,14383264.0,1293.8,11117.07,15630767.0,1330.3,11749.81,75.0,60.0,0,1,0
3320305,West Springfield Middle,Public School,West Springfield,1089,"06,07,08",West Springfield,3320000,0,316,286,310,0,912,266.0,29.2,61.0,6.7,183.0,20.1,480.0,52.6,386.0,42.3,3.2,6.8,19.0,69.4,0.2,0.0,1.4,52.4,47.6,595.0,17.3,904.0,19858513.0,67340.0,295.0,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,35.0,71.0,0,1,0
3210305,Sarah W Gibbons Middle,Public School,Westborough,1581,"07,08",Westborough,3210000,0,0,315,321,0,636,125.0,19.7,19.0,3.0,111.0,17.5,167.0,26.3,53.0,8.3,1.3,26.7,6.9,60.4,0.2,0.2,4.4,53.3,46.7,503.0,15.7,594.0,21578374.0,78661.0,274.0,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,96.0,100.0,0,1,1
